adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,fs_year,fs_quarter
0001104659-12-076280,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,DE,710881115.0,,,2-ACC,0,1231.0,10-Q,20120930,2012.0,Q3,20121109,2012-11-09 08:02:00.0,0,1,osir-20120930.xml,1,,2012,4
0001104659-12-056210,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,DE,710881115.0,,,2-ACC,0,1231.0,10-Q,20120630,2012.0,Q2,20120809,2012-08-09 08:01:00.0,0,1,osir-20120630.xml,1,,2012,3
0001047469-14-003199,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,MD,710881115.0,,,2-ACC,0,1231.0,10-K,20131231,2013.0,FY,20140331,2014-03-31 08:36:00.0,0,1,osir-20131231.xml,1,,2014,1
0001558370-15-002707,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,MD,710881115.0,,,2-ACC,0,1231.0,10-Q,20150930,2015.0,Q3,20151116,2015-11-16 17:21:00.0,0,1,osir-20150930.xml,1,,2015,4
0001104659-15-057928,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,MD,710881115.0,,,2-ACC,0,1231.0,10-Q,20150630,2015.0,Q2,20150810,2015-08-10 08:01:00.0,0,1,osir-20150630.xml,1,,2015,3
0001047469-13-002788,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,DE,710881115.0,,,2-ACC,0,1231.0,10-K,20121231,2012.0,FY,20130315,2013-03-15 08:05:00.0,0,1,osir-20121231.xml,1,,2013,1
0001104659-15-036502,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,MD,710881115.0,,,2-ACC,0,1231.0,10-Q,20150331,2015.0,Q1,20150511,2015-05-11 08:01:00.0,0,1,osir-20150331.xml,1,,2015,2
0001104659-17-019408,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,MD,710881115.0,,,2-ACC,0,1231.0,10-K/A,20141231,2014.0,FY,20170327,2017-03-27 16:34:00.0,0,1,osir-20141231.xml,1,,2017,1
0001104659-11-061330,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,DE,710881115.0,,,2-ACC,0,1231.0,10-Q,20110930,2011.0,Q3,20111107,2011-11-07 06:48:00.0,0,0,osir-20110930.xml,1,,2011,4
0001104659-11-045066,1360886,"OSIRIS THERAPEUTICS, INC.",2836.0,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,443-545-1819,US,MD,COLUMBIA,21046,7015 ALBERT EINSTEIN DRIVE,,US,DE,710881115.0,,,2-ACC,0,1231.0,10-Q,20110630,2011.0,Q2,20110809,2011-08-09 06:03:00.0,0,0,osir-20110630.xml,1,,2011,3
