,MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,AEDAT,UPDDT,WWERT,USNAM,TCODE,BVORG,XBLNR,DBBLG,STBLG,STJAH,BKTXT,WAERS,KURSF,KZWRS,KZKRS,BSTAT,XNETB,FRATH,XRUEB,GLVOR,GRPID,DOKID,ARCID,IBLAR,AWTYP,AWKEY,FIKRS,HWAER,HWAE2,HWAE3,KURS2,KURS3,BASW2,BASW3,UMRD2,UMRD3,XSTOV,STODT,XMWST,CURT2,CURT3,KUTY2,KUTY3,XSNET,AUSBK,XUSVR,DUEFL,AWSYS,TXKRS,CTXKRS,LOTKZ,XWVOF,STGRD,PPNAM,BRNCH,NUMPG,ADISC,XREF1_HD,XREF2_HD,XREVERSAL,REINDAT,RLDNR,LDGRP,PROPMANO,XBLNR_ALT,VATDATE,DOCCAT,XSPLIT,CASH_ALLOC,FOLLOW_ON,XREORG,SUBSET,KURST,KURSX,KUR2X,KUR3X,XMCA,RESUBMISSION,/SAPF15/STATUS,PSOTY,PSOAK,PSOKS,PSOSG,PSOFN,INTFORM,INTDATE,PSOBT,PSOZL,PSODT,PSOTM,FM_UMART,CCINS,CCNUM,SSBLK,BATCH,SNAME,SAMPLED,EXCLUDE_FLAG,BLIND,OFFSET_STATUS,OFFSET_REFER_DAT,PENRC,KNUMV
15,375,US00,1500000009,2017,KZ,1/26/17,1/26/17,1,1/26/17,6:15:06 PM,,,1/26/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000009US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
16,375,US00,1500000010,2017,KZ,1/26/17,1/26/17,1,1/26/17,10:31:16 PM,,,1/26/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000010US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
17,375,US00,1500000011,2017,KZ,1/27/17,1/27/17,1,1/27/17,7:52:06 PM,,,1/27/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000011US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
18,375,US00,1500000012,2017,KZ,1/27/17,1/27/17,1,1/27/17,11:29:14 PM,,,1/27/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000012US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
19,375,US00,1500000013,2017,KZ,1/28/17,1/28/17,1,1/28/17,1:00:51 AM,,,1/28/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000013US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
20,375,US00,1500000014,2017,KZ,1/28/17,1/28/17,1,1/28/17,4:09:25 PM,,,1/28/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000014US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
21,375,US00,1500000015,2017,KZ,1/28/17,1/28/17,1,1/28/17,4:09:35 PM,,,1/28/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000015US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
22,375,US00,1500000016,2017,KZ,1/29/17,1/29/17,1,1/29/17,2:31:28 PM,,,1/29/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000016US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
23,375,US00,1500000017,2017,KZ,1/28/17,1/30/17,1,1/30/17,2:46:23 PM,,,1/30/17,GBI-005,FBZ2,,,,,0,,EUR,0.94,,0,,,0,,RFBU,,,,,BKPF,1500000017US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
24,375,US00,1500000018,2017,KZ,1/30/17,1/30/17,1,1/30/17,2:59:47 PM,,,1/30/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000018US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
25,375,US00,1500000019,2017,KZ,1/30/17,1/30/17,1,1/30/17,4:12:10 PM,,,1/30/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000019US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
26,375,US00,1500000020,2017,KZ,1/30/17,1/30/17,1,1/30/17,4:49:07 PM,,,1/30/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000020US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
27,375,US00,1500000021,2017,KZ,1/29/17,1/31/17,1,1/31/17,3:07:34 PM,,,1/31/17,GBI-005,FBZ2,,,,,0,,AUD,0.56,,0,,,0,,RFBU,,,,,BKPF,1500000021US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
28,375,US00,1500000022,2017,KZ,1/31/17,1/31/17,1,1/31/17,4:19:34 PM,,,1/31/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000022US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
29,375,US00,1500000023,2017,KZ,1/31/17,1/31/17,1,1/31/17,5:52:50 PM,,,1/31/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000023US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
30,375,US00,1500000024,2017,KZ,1/31/17,1/31/17,1,1/31/17,7:19:54 PM,,,1/31/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000024US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
31,375,US00,1500000025,2017,KZ,1/31/17,1/31/17,1,1/31/17,11:33:56 PM,,,1/31/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000025US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
32,375,US00,1500000026,2017,KZ,1/31/17,1/31/17,1,1/31/17,11:34:33 PM,,,1/31/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000026US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
33,375,US00,1500000027,2017,KZ,2/1/17,2/1/17,2,2/1/17,1:29:07 PM,,,2/1/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000027US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
34,375,US00,1500000028,2017,KZ,2/1/17,2/1/17,2,2/1/17,2:26:07 PM,,,2/1/17,GBI-005,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000028US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
35,375,US00,1500000029,2017,KZ,2/1/17,2/1/17,2,2/1/17,2:46:07 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000029US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
36,375,US00,1500000030,2017,KZ,2/1/17,2/1/17,2,2/1/17,2:59:45 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000030US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
37,375,US00,1500000031,2017,KZ,2/1/17,2/1/17,2,2/1/17,6:58:23 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000031US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
38,375,US00,1500000032,2017,KZ,2/1/17,2/1/17,2,2/1/17,7:00:29 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000032US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
39,375,US00,1500000033,2017,KZ,2/10/17,2/1/17,2,2/1/17,7:30:33 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000033US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
40,375,US00,1500000034,2017,KZ,2/1/17,2/1/17,2,2/1/17,8:30:03 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,EUR,0.94,,0,,,0,,RFBU,,,,,BKPF,1500000034US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
41,375,US00,1500000035,2017,KZ,2/1/17,2/1/17,2,2/1/17,8:38:24 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000035US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
42,375,US00,1500000036,2017,KZ,2/1/17,2/1/17,2,2/1/17,9:24:02 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000036US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
43,375,US00,1500000037,2017,KZ,2/1/17,2/1/17,2,2/1/17,9:35:18 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000037US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
44,375,US00,1500000038,2017,KZ,2/1/17,2/1/17,2,2/1/17,10:42:03 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000038US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
45,375,US00,1500000039,2017,KZ,2/1/17,2/1/17,2,2/1/17,11:49:50 PM,,,2/1/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000039US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
46,375,US00,1500000040,2017,KZ,2/2/17,2/2/17,2,2/2/17,1:30:27 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000040US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
47,375,US00,1500000041,2017,KZ,2/2/17,2/2/17,2,2/2/17,4:36:31 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000041US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
48,375,US00,1500000042,2017,KZ,2/2/17,2/2/17,2,2/2/17,8:53:01 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000042US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
49,375,US00,1500000043,2017,KZ,2/2/17,2/2/17,2,2/2/17,9:21:41 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000043US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
50,375,US00,1500000044,2017,KZ,2/2/17,2/2/17,2,2/2/17,10:15:32 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000044US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
51,375,US00,1500000045,2017,KZ,2/2/17,2/2/17,2,2/2/17,10:30:50 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000045US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
52,375,US00,1500000046,2017,KZ,2/2/17,2/2/17,2,2/2/17,10:46:09 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000046US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
53,375,US00,1500000047,2017,KZ,2/2/17,2/2/17,2,2/2/17,10:47:39 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,AUD,0.56,,0,,,0,,RFBU,,,,,BKPF,1500000047US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
54,375,US00,1500000048,2017,KZ,2/2/17,2/2/17,2,2/2/17,10:57:10 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,EUR,0.94,,0,,,0,,RFBU,,,,,BKPF,1500000048US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
55,375,US00,1500000049,2017,KZ,2/2/17,2/2/17,2,2/2/17,10:57:40 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000049US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
56,375,US00,1500000050,2017,KZ,2/2/17,2/2/17,2,2/2/17,11:06:16 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000050US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
57,375,US00,1500000051,2017,KZ,2/2/17,2/2/17,2,2/2/17,11:09:00 AM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000051US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
58,375,US00,1500000052,2017,KZ,2/2/17,2/2/17,2,2/2/17,12:01:32 PM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,BSD,1,,0,,,0,,RFBU,,,,,BKPF,1500000052US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
59,375,US00,1500000053,2017,KZ,2/2/17,2/2/17,2,2/2/17,12:03:30 PM,,,2/2/17,GBIFAC-01,FBZ2,,,,,0,,USD,0,,0,,,0,,RFBU,,,,,BKPF,1500000053US002017,,USD,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,False,,,,M,0,0,0,,,,,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,
