MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,AEDAT,UPDDT,WWERT,USNAM,TCODE,BVORG,XBLNR,DBBLG,STBLG,STJAH,BKTXT,WAERS,KURSF,KZWRS,KZKRS,BSTAT,XNETB,FRATH,XRUEB,GLVOR,GRPID,DOKID,ARCID,IBLAR,AWTYP,AWKEY,FIKRS,HWAER,HWAE2,HWAE3,KURS2,KURS3,BASW2,BASW3,UMRD2,UMRD3,XSTOV,STODT,XMWST,CURT2,CURT3,KUTY2,KUTY3,XSNET,AUSBK,XUSVR,DUEFL,AWSYS,TXKRS,CTXKRS,LOTKZ,XWVOF,STGRD,PPNAM,PPDAT,PPTME,BRNCH,NUMPG,ADISC
670,US00,90000013,2018,RV,05/14/2018,05/14/2018,5,05/15/2018,15:34:35,00/00/0000,00/00/0000,05/14/2018,GBI-017,VF01,,017,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000013,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000014,2018,RV,05/15/2018,05/15/2018,5,05/15/2018,15:35:22,00/00/0000,00/00/0000,05/15/2018,GBI-030,VF04,,030,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000014,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000015,2018,RV,05/15/2018,05/15/2018,5,05/15/2018,15:47:30,00/00/0000,00/00/0000,05/15/2018,GBI-024,VF01,,024,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000015,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000016,2018,RV,05/15/2018,05/15/2018,5,05/15/2018,23:36:31,00/00/0000,00/00/0000,05/15/2018,GBI-026,VF01,,026,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000016,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000017,2018,RV,05/16/2018,05/16/2018,5,05/16/2018,01:24:01,00/00/0000,00/00/0000,05/16/2018,GBI-021,VF01,,021,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000017,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000018,2018,RV,05/16/2018,05/16/2018,5,05/16/2018,02:41:03,00/00/0000,00/00/0000,05/16/2018,GBI-007,VF04,,007,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000019,2018,RV,05/14/2018,05/14/2018,5,05/16/2018,05:54:16,00/00/0000,00/00/0000,05/14/2018,GBI-058,VF04,,058,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000019,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000020,2018,RV,05/16/2018,05/16/2018,5,05/16/2018,14:20:53,00/00/0000,00/00/0000,05/16/2018,GBI-027,VF01,,027,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000020,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000021,2018,RV,05/16/2018,05/16/2018,5,05/16/2018,16:52:41,00/00/0000,00/00/0000,05/16/2018,GBI-055,VF04,,055,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000021,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000022,2018,RV,05/16/2018,05/16/2018,5,05/16/2018,23:40:51,00/00/0000,00/00/0000,05/16/2018,GBI-005,VF01,,005,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000022,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,90000023,2018,RV,05/21/2018,05/21/2018,5,05/21/2018,16:36:53,00/00/0000,00/00/0000,05/21/2018,GBIFAC-01,VF01,,001,,,0,,USD,1.0,,0.0,,,0.0,,SD00,,,,,VBRK,0090000023,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,100000000,2018,SA,04/18/2018,04/18/2018,4,04/18/2018,11:46:30,00/00/0000,00/00/0000,04/18/2018,GBIFAC-01,FB50,,GBIFAC-01,,,0,Deadpool,USD,0.0,,0.0,V,,0.0,,,,,,,BKPF,0100000000US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,US00,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,100000001,2018,SA,04/18/2018,04/18/2018,4,04/18/2018,11:48:04,00/00/0000,00/00/0000,04/18/2018,GBIFAC-01,FB50,,GBIFAC01,,,0,Deadpool 2,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,0100000001US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,100000002,2018,SA,04/18/2018,04/18/2018,4,04/18/2018,12:09:30,00/00/0000,00/00/0000,04/18/2018,GBIFAC-01,FB50,,OFFICE,,,0,Staples,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,0100000002US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,100000003,2018,SA,04/18/2018,04/18/2018,4,04/18/2018,12:12:32,00/00/0000,00/00/0000,04/18/2018,GBIFAC-01,FB50,,OFFICE,,,0,Staples,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,0100000003US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000003,2018,DZ,04/23/2018,04/23/2018,4,04/23/2018,16:50:41,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,FBZ1,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000003US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000004,2018,DZ,05/02/2018,05/02/2018,5,05/02/2018,16:31:12,00/00/0000,00/00/0000,05/02/2018,GBIFAC-01,FBZ1,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000004US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000005,2018,DZ,05/11/2018,05/11/2018,5,05/11/2018,17:51:52,00/00/0000,00/00/0000,05/11/2018,GBI-004,FBZ1,,004,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000005US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000006,2018,DZ,05/12/2018,05/12/2018,5,05/12/2018,13:24:48,00/00/0000,00/00/0000,05/12/2018,GBI-011,FBZ1,,GBI-011,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000006US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000007,2018,DZ,05/13/2018,05/13/2018,5,05/13/2018,00:38:59,00/00/0000,00/00/0000,05/13/2018,GBI-056,FBZ1,,056,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000007US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000008,2018,DZ,05/13/2018,05/13/2018,5,05/13/2018,18:01:59,00/00/0000,00/00/0000,05/13/2018,GBI-028,FBZ1,,GBI-028,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000008US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000009,2018,DZ,05/13/2018,05/13/2018,5,05/13/2018,18:34:01,00/00/0000,00/00/0000,05/13/2018,GBI-036,FBZ1,,GBI-036,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000009US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000010,2018,DZ,05/14/2018,05/14/2018,5,05/14/2018,01:02:25,00/00/0000,00/00/0000,05/14/2018,GBI-086,FBZ1,,GBI-086,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000010US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000011,2018,DZ,05/14/2018,05/14/2018,5,05/14/2018,19:29:39,00/00/0000,00/00/0000,05/14/2018,GBI-031,FBZ1,,031,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000011US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000012,2018,DZ,05/15/2018,05/15/2018,5,05/15/2018,14:34:47,00/00/0000,00/00/0000,05/15/2018,GBI-051,FBZ1,,GBI-051,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000012US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000013,2018,DZ,05/15/2018,05/15/2018,5,05/15/2018,15:46:41,00/00/0000,00/00/0000,05/15/2018,GBI-017,FBZ1,,GBI-017,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000013US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000014,2018,DZ,05/15/2018,05/15/2018,5,05/15/2018,15:54:21,00/00/0000,00/00/0000,05/15/2018,GBI-030,FBZ1,,FBI-030,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000014US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000015,2018,DZ,05/15/2018,05/15/2018,5,05/15/2018,16:17:44,00/00/0000,00/00/0000,05/15/2018,GBI-024,FBZ1,,GBI-024,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000015US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000016,2018,DZ,05/15/2018,05/15/2018,5,05/15/2018,23:40:18,00/00/0000,00/00/0000,05/15/2018,GBI-026,FBZ1,,026,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000016US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000017,2018,DZ,05/16/2018,05/16/2018,5,05/16/2018,01:49:43,00/00/0000,00/00/0000,05/16/2018,GBI-021,FBZ1,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000017US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000018,2018,DZ,05/16/2018,05/16/2018,5,05/16/2018,02:50:07,00/00/0000,00/00/0000,05/16/2018,GBI-007,FBZ1,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000018US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000019,2018,DZ,05/16/2018,05/16/2018,5,05/16/2018,14:33:46,00/00/0000,00/00/0000,05/16/2018,GBI-027,FBZ1,,027,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000019US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000020,2018,DZ,05/16/2018,05/16/2018,5,05/16/2018,17:06:16,00/00/0000,00/00/0000,05/16/2018,GBI-055,FBZ1,,055,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000020US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000021,2018,DZ,05/16/2018,05/16/2018,5,05/16/2018,23:44:34,00/00/0000,00/00/0000,05/16/2018,GBI-005,FBZ1,,005,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000021US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1400000022,2018,DZ,05/21/2018,05/21/2018,5,05/21/2018,16:38:19,00/00/0000,00/00/0000,05/21/2018,GBIFAC-01,FBZ1,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1400000022US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000001,2018,KZ,04/23/2018,04/23/2018,4,04/23/2018,10:55:04,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000001US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000002,2018,KZ,04/23/2018,04/23/2018,4,04/23/2018,11:58:45,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000002US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000003,2018,KZ,04/26/2018,04/26/2018,4,04/26/2018,01:06:12,00/00/0000,00/00/0000,04/26/2018,GBI-027,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000003US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000004,2018,KZ,04/27/2018,04/27/2018,4,04/27/2018,09:31:40,00/00/0000,00/00/0000,04/27/2018,GBI-028,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000004US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000005,2018,KZ,04/27/2018,04/27/2018,4,04/27/2018,12:22:45,00/00/0000,00/00/0000,04/27/2018,GBI-011,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000005US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000006,2018,KZ,04/27/2018,04/27/2018,4,04/27/2018,22:12:23,00/00/0000,00/00/0000,04/27/2018,GBI-015,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000006US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000007,2018,KZ,04/28/2018,04/29/2018,4,04/29/2018,00:16:57,00/00/0000,00/00/0000,04/29/2018,GBI-030,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000007US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000008,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,01:09:24,00/00/0000,00/00/0000,04/29/2018,GBI-086,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000008US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000009,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,02:11:29,00/00/0000,00/00/0000,04/29/2018,GBI-007,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000009US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000010,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,16:44:14,00/00/0000,00/00/0000,04/29/2018,GBI-026,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000010US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000011,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,16:58:01,00/00/0000,00/00/0000,04/29/2018,GBI-018,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000011US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000012,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,18:06:53,00/00/0000,00/00/0000,04/29/2018,GBI-023,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000012US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000013,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,19:48:49,00/00/0000,00/00/0000,04/29/2018,GBI-022,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000013US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000014,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,21:11:33,00/00/0000,00/00/0000,04/29/2018,GBI-056,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000014US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000015,2018,KZ,04/29/2018,04/29/2018,4,04/29/2018,23:03:08,00/00/0000,00/00/0000,04/29/2018,GBI-035,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000015US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000016,2018,KZ,04/30/2018,04/30/2018,4,04/30/2018,14:45:42,00/00/0000,00/00/0000,04/30/2018,GBI-004,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000016US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000017,2018,KZ,04/30/2018,04/30/2018,4,04/30/2018,15:24:30,00/00/0000,00/00/0000,04/30/2018,GBI-059,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000017US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000018,2018,KZ,04/30/2018,04/30/2018,4,04/30/2018,15:36:03,00/00/0000,00/00/0000,04/30/2018,GBI-017,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000018US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000019,2018,KZ,04/30/2018,04/30/2018,4,04/30/2018,16:50:38,00/00/0000,00/00/0000,04/30/2018,GBI-020,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000019US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000020,2018,KZ,04/30/2018,04/30/2018,4,04/30/2018,17:54:50,00/00/0000,00/00/0000,04/30/2018,GBI-052,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000020US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000021,2018,KZ,04/30/2018,04/30/2018,4,04/30/2018,21:00:53,00/00/0000,00/00/0000,04/30/2018,GBI-031,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000021US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000022,2018,KZ,05/01/2018,05/01/2018,5,05/01/2018,11:07:33,00/00/0000,00/00/0000,05/01/2018,GBI-051,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000022US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000023,2018,KZ,05/01/2018,05/01/2018,5,05/01/2018,12:31:51,00/00/0000,00/00/0000,05/01/2018,GBI-088,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000023US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000024,2018,KZ,05/01/2018,05/01/2018,5,05/01/2018,15:49:17,00/00/0000,00/00/0000,05/01/2018,GBI-040,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000024US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
