MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHRAN,IHREZ,VERKF,TELF1,LLIEF,KUNNR,KONNR,ABGRU,AUTLF,WEAKT,RESWK,LBLIF,INCO1,INCO2,KTWRT,SUBMI,KNUMV,KALSM,STAFO,LIFRE,EXNUM,UNSEZ,LOGSY,UPINC,STAKO,FRGGR,FRGSX,FRGKE,FRGZU,FRGRL,LANDS,LPHIS,ADRNR,STCEG_L,STCEG,ABSGR,ADDNR,KORNR,MEMORY,PROCSTAT,RLWRT,REVNO,SCMPROC,REASON_CODE,MEMORYTYPE,RETTP,RETPC,DPTYP,DPPCT,DPAMT,DPDAT,MSR_ID,HIERARCHY_EXISTS,THRESHOLD_EXISTS,LEGAL_CONTRACT,DESCRIPTION,RELEASE_DATE,VSART,HANDOVERLOC,SHIPCOND,INCOV,INCO2_L,INCO3_L,FORCE_ID,FORCE_CNT,RELOC_ID,RELOC_SEQ_ID,SOURCE_LOGSYS,FSH_TRANSACTION,FSH_ITEM_GROUP,FSH_VAS_LAST_ITEM,FSH_OS_STG_CHANGE,VZSKZ,FSH_SNST_STATUS,POHF_TYPE,EQ_EINDT,EQ_WERKS,FIXPO,EKGRP_ALLOW,WERKS_ALLOW,CONTRACT_ALLOW,PSTYP_ALLOW,FIXPO_ALLOW,KEY_ID_ALLOW,AUREL_ALLOW,DELPER_ALLOW,EINDT_ALLOW,LTSNR_ALLOW,OTB_LEVEL,OTB_COND_TYPE,KEY_ID,OTB_VALUE,OTB_CURR,OTB_RES_VALUE,OTB_SPEC_VALUE,SPR_RSN_PROFILE,BUDG_TYPE,OTB_STATUS,OTB_REASON,CHECK_TYPE,CON_OTB_REQ,CON_PREBOOK_LEV,CON_DISTR_LEV
375,4500000017,US00,F,NB,,,9,1/26/17,GBI-011,10,10,125011,EN,1,0,0,0,0,0,US00,N00,CNY,/8.28000,,2/4/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000036,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000018,US00,F,NB,,,9,1/27/17,GBI-016,10,10,125013,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/27/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000037,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000019,US00,F,NB,,,9,1/27/17,GBI-029,10,10,125016,EN,1,0,0,0,0,0,US00,N00,KRW,"/1,277.00000",,1/27/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000038,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000020,US00,F,NB,,,9,1/28/17,GBI-046,10,10,125017,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/28/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000039,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000021,US00,F,NB,,,9,1/28/17,GBI-039,10,10,125014,EN,1,0,0,0,0,0,US00,N00,HRK,/8.10000,,1/28/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000040,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000022,US00,F,NB,,,9,1/28/17,GBI-018,10,20,125019,EN,4,0,0,0,0,0,US00,N00,USD,1,,1/28/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000041,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000023,US00,F,NB,,,9,1/28/17,GBI-019,10,20,125020,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/28/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000042,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000024,US00,F,NB,,,9,1/28/17,GBI-017,10,10,125018,EN,1,0,0,0,0,0,US00,N00,EUR,0.94,,1/28/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000043,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000025,US00,F,NB,,,9,1/28/17,GBI-017,10,10,125018,EN,1,0,0,0,0,0,US00,N00,EUR,0.94,,1/28/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000044,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000026,US00,F,NB,,,9,1/28/17,GBI-017,10,10,125018,EN,1,0,0,0,0,0,US00,N00,EUR,0.94,,1/28/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000045,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000027,US00,F,NB,,,9,1/29/17,GBI-024,10,10,125012,EN,1,0,0,0,0,0,US00,N00,CHF,/1.60100,,2/6/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000046,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000028,US00,F,NB,,,9,1/29/17,GBI-015,10,10,125022,EN,1,0,0,0,0,0,US00,N00,AUD,0.56,,1/29/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000047,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000029,US00,F,NB,,,9,1/29/17,GBI-040,10,10,125007,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/29/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000048,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000030,US00,F,NB,,,9,1/29/17,GBI-015,10,10,125022,EN,1,0,0,0,0,0,US00,N00,AUD,0.56,,1/29/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000049,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000031,US00,F,NB,,,9,1/29/17,GBI-010,10,10,125024,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/29/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000050,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000032,US00,F,NB,,,9,1/30/17,GBI-023,10,10,125026,EN,1,0,0,0,0,0,US00,N00,HKD,/7.80000,,2/8/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000051,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000033,US00,F,NB,,,9,1/31/17,GBI-050,10,10,125028,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000052,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000034,US00,F,NB,,,9,1/31/17,GBI-035,10,10,125006,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000053,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000035,US00,F,NB,,,9,1/31/17,GBI-027,10,10,125010,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000054,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000036,US00,F,NB,,,9,1/31/17,GBI-020,10,10,125027,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000055,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000037,US00,F,NB,,,9,1/31/17,GBI-020,10,10,125027,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000056,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000038,US00,F,NB,,,9,1/31/17,GBI-014,10,10,125025,EN,,0,0,0,0,0,US00,N00,USD,1,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000057,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000039,US00,F,NB,,,9,1/31/17,GBI-050,10,10,125032,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000058,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000040,US00,F,NB,,,9,1/31/17,GBI-021,10,10,125039,EN,1,0,0,0,0,0,US00,N00,GBP,1.5,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000059,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000041,US00,F,NB,,,9,1/31/17,GBI-021,10,10,125039,EN,1,0,0,0,0,0,US00,N00,GBP,1.5,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000060,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000042,US00,F,NB,,,9,1/31/17,GBI-012,10,10,125041,EN,,0,0,0,0,0,US00,N00,USD,1,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000061,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000043,US00,F,NB,,,9,1/31/17,GBI-008,10,10,125030,EN,1,0,0,0,0,0,US00,N00,USD,1,,1/31/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000062,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000044,US00,F,NB,,,9,2/1/17,GBI-043,10,10,125042,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000063,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000045,US00,F,NB,,,9,2/1/17,GBI-030,10,10,125021,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000064,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000046,US00,F,NB,,,9,2/1/17,GBI-034,10,10,125035,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000065,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000047,US00,F,NB,,,9,2/1/17,GBI-025,10,10,125037,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000066,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000048,US00,F,NB,,,9,2/1/17,GBI-059,10,10,125043,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000067,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000049,US00,F,NB,,,9,2/1/17,GBI-059,10,10,125043,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000068,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000050,US00,F,NB,,,9,2/1/17,GBI-062,10,10,125044,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000069,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000051,US00,F,NB,,,9,2/1/17,GBI-027,10,10,125010,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000070,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000052,US00,F,NB,,,9,2/1/17,GBI-058,10,10,125040,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000071,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000053,US00,F,NB,,,9,2/1/17,GBI-036,10,10,125048,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000072,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000054,US00,F,NB,,,9,2/1/17,GBI-064,10,10,125045,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000073,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000055,US00,F,NB,,,9,2/1/17,GBI-047,10,10,125051,EN,1,0,0,0,0,0,US00,N00,EUR,0.94,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000074,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
