MANDT,EBELN,EBELP,LOEKZ,STATU,AEDAT,TXZ01,MATNR,EMATN,BUKRS,WERKS,LGORT,BEDNR,MATKL,INFNR,IDNLF,KTMNG,MENGE,MEINS,BPRME,BPUMZ,BPUMN,UMREZ,UMREN,NETPR,PEINH,NETWR,BRTWR,AGDAT,WEBAZ,MWSKZ,BONUS,INSMK,SPINF,PRSDR,SCHPR,MAHNZ,MAHN1,MAHN2,MAHN3,UEBTO,UEBTK,UNTTO,BWTAR,BWTTY,ABSKZ,AGMEM,ELIKZ,EREKZ,PSTYP,KNTTP,KZVBR,VRTKZ,TWRKZ,WEPOS,WEUNB,REPOS,WEBRE,KZABS,LABNR,KONNR,KTPNR,ABDAT,ABFTZ,ETFZ1,ETFZ2,KZSTU,NOTKZ,LMEIN,EVERS,ZWERT,NAVNW,ABMNG,PRDAT,BSTYP,EFFWR,XOBLR,KUNNR,ADRNR,EKKOL,SKTOF,STAFO,PLIFZ,NTGEW,GEWEI,TXJCD,ETDRK,SOBKZ,ARSNR,ARSPS,INSNC,SSQSS,ZGTYP,EAN11,BSTAE,REVLV,GEBER,FISTL,FIPOS,KO_GSBER,KO_PARGB,KO_PRCTR,KO_PPRCTR,MEPRF,BRGEW,VOLUM,VOLEH,INCO1,INCO2,VORAB,KOLIF,LTSNR,PACKNO,FPLNR,GNETWR,STAPO,UEBPO,LEWED,EMLIF,LBLKZ,SATNR,ATTYP,VSART,HANDOVERLOC,KANBA,ADRN2,CUOBJ,XERSY,EILDT,DRDAT,DRUHR,DRUNR,AKTNR,ABELN,ABELP,ANZPU,PUNEI,SAISO,SAISJ,EBON2,EBON3,EBONF,MLMAA,MHDRZ,ANFNR,ANFPS,KZKFG,USEQU,UMSOK,BANFN,BNFPO,MTART,UPTYP,UPVOR,KZWI1,KZWI2,KZWI3,KZWI4,KZWI5,KZWI6,SIKGR,MFZHI,FFZHI,RETPO,AUREL,BSGRU,LFRET,MFRGR,NRFHG,J_1BNBM,J_1BMATUSE,J_1BMATORG,J_1BOWNPRO,J_1BINDUST,ABUEB,NLABD,NFABD,KZBWS,BONBA,FABKZ,J_1AINDXP,J_1AIDATEP,MPROF,EGLKZ,KZTLF,KZFME,RDPRF,TECHS,CHG_SRV,CHG_FPLNR,MFRPN,MFRNR,EMNFR,NOVET,AFNAM,TZONRC,IPRKZ,LEBRE,BERID,XCONDITIONS,APOMS,CCOMP,GRANT_NBR,FKBER,STATUS,RESLO,KBLNR,KBLPOS,WEORA,SRV_BAS_COM,PRIO_URG,PRIO_REQ,EMPST,DIFF_INVOICE,TRMRISK_RELEVANT,SPE_ABGRU,SPE_CRM_SO,SPE_CRM_SO_ITEM,SPE_CRM_REF_SO,SPE_CRM_REF_ITEM,SPE_CRM_FKREL,SPE_CHNG_SYS,SPE_INSMK_SRC,SPE_CQ_CTRLTYPE,SPE_CQ_NOCQ,REASON_CODE,CQU_SAR,ANZSN,SPE_EWM_DTC,EXLIN,EXSNR,EHTYP,RETPC,DPTYP,DPPCT,DPAMT,DPDAT,FLS_RSTO,EXT_RFX_NUMBER,EXT_RFX_ITEM,EXT_RFX_SYSTEM,SRM_CONTRACT_ID,SRM_CONTRACT_ITM,BLK_REASON_ID,BLK_REASON_TXT,ITCONS,FIXMG,WABWE,CMPL_DLV_ITM,INCO2_L,INCO3_L,TC_AUT_DET,MANUAL_TC_REASON,FISCAL_INCENTIVE,TAX_SUBJECT_ST,FISCAL_INCENTIVE_ID,SF_TXJCD,/BEV1/NEGEN_ITEM,/BEV1/NEDEPFREE,/BEV1/NESTRUCCAT,ADVCODE,BUDGET_PD,EXCPE,FMFGUS_KEY,IUID_RELEVANT,MRPIND,SGT_SCAT,SGT_RCAT,WRF_CHARSTC1,WRF_CHARSTC2,WRF_CHARSTC3,REFSITE,SERRU,SERNP,DISUB_SOBKZ,DISUB_PSPNR,DISUB_KUNNR,DISUB_VBELN,DISUB_POSNR,DISUB_OWNER,FSH_SEASON_YEAR,FSH_SEASON,FSH_COLLECTION,FSH_THEME,FSH_ATP_DATE,FSH_VAS_REL,FSH_VAS_PRNT_ID,FSH_TRANSACTION,FSH_ITEM_GROUP,FSH_ITEM,FSH_SS,FSH_GRID_COND_REC,FSH_PSM_PFM_SPLIT,CNFM_QTY,REF_ITEM,SOURCE_ID,SOURCE_KEY,PUT_BACK,POL_ID,CONS_ORDER
375,4500000099,10,,,2/7/17,Kryptonite GBI-006 eyyyyy,KRYPTONITE-006,KRYPTONITE-006,US00,DL00,,,RAW,5300000074,,0,500,LB,LB,1,1,1,1,4000.00,1,2000000.00,2000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"2,000,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"2,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000100,10,,,2/7/17,Kryptonite GBI-020,KRYPTONITE-020,KRYPTONITE-020,US00,DL00,RM00,,RAW,5300000032,,0,100,LB,LB,1,1,1,1,10.00,1,1000.00,1000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"1,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000129,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"1,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000101,10,,,2/7/17,Brent Crude Oil,BRENTCRUDE,BRENTCRUDE,US00,DL00,RM00,,RAW,5300000075,,0,20028,LB,LB,1,1,1,1,4227.50,1,84668370.00,84668370.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"100,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000130,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000102,10,,,2/7/17,Krytonite-057,KRYTONITE-057,KRYTONITE-057,US00,DL00,RM00,,RAW,5300000076,,0,"1,000",LB,LB,1,1,1,1,10000.00,1,10000000.00,10000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"10,000,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000132,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000103,10,,,2/7/17,Krytonite GBI-022,KRYPTONITE-022,KRYPTONITE-022,US00,DL00,,,RAW,5300000077,,0,10,LB,LB,1,1,1,1,1000.00,1,10000.00,10000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"10,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000133,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"10,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000104,10,,,2/7/17,Adamantium GBI-055,ADAMANTIUM-055,ADAMANTIUM-055,US00,DL00,RM00,,RAW,5300000016,,0,50,LB,LB,1,1,1,1,5000.00,1,250000.00,250000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"250,000.00",,,,,,SAP,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000138,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"250,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000105,10,,,2/7/17,KRYPTONITE-062,KRYPTONITE-062,KRYPTONITE-062,US00,DL00,RM00,,RAW,5300000043,,0,100,LB,LB,1,1,1,1,1940.00,1,194000.00,100000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"194,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000139,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"194,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000106,10,,,2/7/17,Brent Crude Oil,BRENTCRUDE,BRENTCRUDE,US00,DL00,RM00,,RAW,5300000078,,0,19918,LB,LB,1,1,1,1,4257.50,1,84800885.00,84800885.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"100,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000140,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000107,10,,,2/7/17,Brent Crude Oil,BRENTCRUDE,BRENTCRUDE,US00,DL00,RM00,,RAW,5300000078,,0,19810,LB,LB,1,1,1,1,4215.00,1,83499150.00,83499150.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/17/17,F,"100,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000140,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000108,10,,,2/7/17,Brent Crude Oil,BRENTCRUDE,BRENTCRUDE,US00,DL00,RM00,,RAW,5300000078,,0,19987,LB,LB,1,1,1,1,4330.00,1,86543710.00,86543710.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"100,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000140,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000109,10,,,2/7/17,IRON GBI-085,IRON-085,IRON-085,US00,DL00,,,RAW,5300000044,,0,20,LB,LB,1,1,1,1,10005.00,1,200100.00,200000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"200,100.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000141,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"200,100.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000110,10,,,2/7/17,Kryptonite GBI-059,KRYPTONITE-059,KRYPTONITE-059,US00,DL00,RM00,,RAW,5300000042,,0,200,LB,LB,1,1,1,1,101000.00,1,20200000.00,20000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"20,200,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000142,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"20,200,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000111,10,,,2/7/17,DL00,KRYPTONITE-027,KRYPTONITE-027,US00,DL00,,,RAW,5300000031,,0,100,LB,LB,1,1,1,1,50000.00,1,5000000.00,5000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/7/17,F,"5,000,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000143,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"5,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000112,10,,,2/8/17,Magicdust-037,MAGICDUST-037,MAGICDUST-037,US00,DL00,RM00,,RAW,5300000079,,0,100,LB,LB,1,1,1,1,1500.00,1,150000.00,150000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,"150,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000144,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"150,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000113,10,,,2/8/17,silver GBI-061,SILVER-061,SILVER-061,US00,DL00,RM00,,RAW,5300000061,,0,100,LB,LB,1,1,1,1,1000.00,1,100000.00,100000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,"100,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000146,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000114,10,,,2/8/17,Kryptonite GBI-046,KRYPTONITE-046,KRYPTONITE-046,US00,DL00,RM00,,RAW,5300000020,,0,20,LB,LB,1,1,1,1,9338.00,1,186760.00,93380.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,"186,760.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000149,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"186,760.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000115,10,,,2/8/17,Kryptonite GBI-034,KRYPTONITE GBI-034,KRYPTONITE GBI-034,US00,DL00,RM00,,RAW,5300000040,,0,140,LB,LB,1,1,1,1,1200.00,1,168000.00,140000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,"168,000.00",,,,,,SAP,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000151,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"168,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000116,10,,,2/8/17,Brent Crude Oil,BRENTCRUDE,BRENTCRUDE,US00,DL00,RM00,,RAW,5300000278,,0,20184,LB,LB,1,1,1,1,4345.00,0,87699480.00,87699480.00,,0,XI,,,A,,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,0,,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000150,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000117,10,,,2/8/17,Kryptonite GBI-017,KRYPTONITE-017,KRYPTONITE-017,US00,DL00,RM00,,RAW,5300000024,,0,"1,000",LB,LB,1,1,1,1,1010.00,1,1010000.00,1000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,"1,010,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000152,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"1,010,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000118,10,,,,Kryptonite GBI-063,KRYPTONITE-063,KRYPTONITE-063,US00,DL00,RM00,,RAW,,,0,10,LB,LB,1,1,1,1,4865000.00,1,48650000.00,48650000.00,,0,,,,A,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/17/17,F,"48,650,000.00",,,,,,SAP,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000145,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"48,650,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000119,10,,,2/8/17,Paper GBI-056,PAPER-056,PAPER-056,US00,DL00,RM00,,RAW,5300000051,,0,10,LB,LB,1,1,1,1,10.00,1,100.00,50.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,100,,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000153,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000120,10,,,2/8/17,Brent Crude Oil,BRENTCRUDE,BRENTCRUDE,US00,DL00,RM00,,RAW,5300000278,,0,19864,LB,LB,1,1,1,1,4492.50,1,89239020.00,89239020.00,,0,XI,,,A,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,"220,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000154,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"220,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000121,10,,,2/8/17,Gold-026,GOLD-026,GOLD-026,US00,DL00,RM00,,RAW,5300000063,,0,20,G,G,1,1,1,1,90.00,1,1800.00,1200.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/8/17,F,"1,800.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000155,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"1,800.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000122,10,,,2/8/17,Diamond GBI-032,DIAMOND-032,DIAMOND-032,US00,DL00,RM00,,RAW,5300000013,,0,100,LB,LB,1,1,1,1,1500.00,1,150000.00,150000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/8/17,F,"150,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000156,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"150,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
