,MANDT,MBLNR,MJAHR,ZEILE,BWART,XAUTO,MATNR,WERKS,LGORT,CHARG,INSMK,ZUSCH,ZUSTD,SOBKZ,LIFNR,KUNNR,KDAUF,KDPOS,KDEIN,PLPLA,SHKZG,WAERS,DMBTR,BNBTR,BUALT,SHKUM,DMBUM,BWTAR,MENGE,MEINS,ERFMG,ERFME,BPMNG,BPRME,EBELN,EBELP,LFBJA,LFBNR,LFPOS,SJAHR,SMBLN,SMBLP,ELIKZ,SGTXT,EQUNR,WEMPF,ABLAD,GSBER,KOKRS,PARGB,PARBU,KOSTL,PROJN,AUFNR,ANLN1,ANLN2,XSKST,XSAUF,XSPRO,XSERG,GJAHR,XRUEM,XRUEJ,BUKRS,BELNR,BUZEI,BELUM,BUZUM,RSNUM,RSPOS,KZEAR,PBAMG,KZSTR,UMMAT,UMWRK,UMLGO,UMCHA,UMZST,UMZUS,UMBAR,UMSOK,KZBEW,KZVBR,KZZUG,WEUNB,PALAN,LGNUM,LGTYP,LGPLA,BESTQ,BWLVS,TBNUM,TBPOS,XBLVS,VSCHN,NSCHN,DYPLA,UBNUM,TBPRI
10,670,4900002061,2018,1,261,,TRWA1001,DL00,SF00,,,,,E,,,,0,0,,H,USD,"       4,518.80",0.0,"         4,518.80",,0.0,,          40.000,EA,          40.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,1,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
11,670,4900002061,2018,2,261,,TRFR2001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       4,000.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,2,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
12,670,4900002061,2018,3,261,,DGAM1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       1,500.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,3,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
13,670,4900002061,2018,4,261,,TRSK1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       1,000.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,4,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
14,670,4900002061,2018,5,261,,TRHB1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,         500.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,5,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
15,670,4900002061,2018,6,261,,PEDL1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,         900.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,6,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
16,670,4900002061,2018,7,261,,CHAN1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,         200.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,7,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
17,670,4900002061,2018,8,261,,BRKT1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       1,400.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,8,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
18,670,4900002061,2018,9,261,,WDOC1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,          20.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,9,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
19,670,4900002061,2018,10,261,,PCKG1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,          70.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000001.0,,,,,,,2018,,,US00,,0,,0,21,10,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
20,670,4900002062,2018,1,601,,DXTR2001,DL00,FG00,,,,,E,,1001.0,4.0,10,0,,H,USD,"      14,527.20",0.0,"        14,527.20",,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,1001.0,,BI00,NA00,BI00,,NASA1000,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,L,,,,0,,,,,0,0,0,,,,,0,
21,670,4900002063,2018,1,561,,TRWA1000,DL00,SF00,,,,,E,,,,0,0,,S,USD,"       4,400.00",0.0,"         4,400.00",,0.0,,          40.000,EA,          40.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
22,670,4900002064,2018,1,561,,TRWA1000,DL00,SF00,,,,,E,,,,0,0,,S,USD,"       4,400.00",0.0,"         4,400.00",,0.0,,          40.000,EA,          40.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
23,670,4900002065,2018,1,311,,TRWA1000,DL00,SF00,,,,,E,,,5.0,10,0,,H,USD,           0.00,0.0,             0.00,,0.0,,          40.000,EA,          40.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,3,TRWA1000,DL00,SF00,,,,,E,,,,,0,,,,,0,0,0,,,,,0,
24,670,4900002065,2018,2,311,X,TRWA1000,DL00,SF00,,,,,E,,,5.0,10,0,,S,USD,           0.00,0.0,             0.00,,0.0,,          40.000,EA,          40.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,3,TRWA1000,DL00,SF00,,,,,E,,,,,0,,,,,0,0,0,,,,,0,
25,670,4900002066,2018,1,501,,TRWA1001,DL00,SF00,,,,,E,,,,0,0,,S,USD,"       4,400.00",0.0,"         4,400.00",,0.0,,          40.000,EA,          40.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
26,670,4900002066,2018,2,501,,TRFR1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,"      20,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
27,670,4900002066,2018,3,501,,DGAM1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       7,500.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
28,670,4900002066,2018,4,501,,TRSK1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       5,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
29,670,4900002066,2018,5,501,,TRHB1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       2,500.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
30,670,4900002066,2018,6,501,,PEDL1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       4,500.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
31,670,4900002066,2018,7,501,,CHAN1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       1,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
32,670,4900002066,2018,8,501,,BRKT1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       7,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
33,670,4900002066,2018,9,501,,WDOC1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,         100.00,0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
34,670,4900002066,2018,10,501,,PCKG1001,DL00,RM00,,,,,E,,,,0,0,,S,USD,         350.00,0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
35,670,4900002067,2018,1,261,,TRWA1001,DL00,SF00,,,,,E,,,,0,0,,H,USD,"       4,400.00",0.0,"         4,400.00",,0.0,,          40.000,EA,          40.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,1,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
36,670,4900002067,2018,2,261,,TRFR1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       4,000.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,2,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
37,670,4900002067,2018,3,261,,DGAM1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       1,500.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,3,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
38,670,4900002067,2018,4,261,,TRSK1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       1,000.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,4,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
39,670,4900002067,2018,5,261,,TRHB1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,         500.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,5,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
40,670,4900002067,2018,6,261,,PEDL1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,         900.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,6,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
41,670,4900002067,2018,7,261,,CHAN1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,         200.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,7,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
42,670,4900002067,2018,8,261,,BRKT1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,"       1,400.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,8,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
43,670,4900002067,2018,9,261,,WDOC1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,          20.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,9,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
44,670,4900002067,2018,10,261,,PCKG1001,DL00,RM00,,,,,E,,,,0,0,,H,USD,          70.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,BI00,,,,1000003.0,,,,,,,2018,,,US00,,0,,0,31,10,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
45,670,4900002068,2018,1,601,,DXTR1001,DL00,FG00,,,,,E,,1001.0,7.0,10,0,,H,USD,"      14,408.40",0.0,"        14,408.40",,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,1001.0,,BI00,NA00,BI00,,NASA1000,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,L,,,,0,,,,,0,0,0,,,,,0,
46,670,4900002069,2018,1,501,,DXTR2031,DL00,RM00,,,,,,,,,0,0,,S,USD,"      28,000.00",0.0,"        28,000.00",,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
47,670,4900002069,2018,2,501,,TRWA1031,DL00,RM00,,,,,,,,,0,0,,S,USD,"       2,200.00",0.0,"         2,200.00",,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
48,670,4900002069,2018,3,501,,TRFR2031,DL00,RM00,,,,,,,,,0,0,,S,USD,"       4,000.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
49,670,4900002069,2018,4,501,,DGAM1031,DL00,RM00,,,,,,,,,0,0,,S,USD,"       1,500.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
50,670,4900002069,2018,5,501,,TRSK1031,DL00,RM00,,,,,,,,,0,0,,S,USD,"       1,000.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
51,670,4900002069,2018,6,501,,TRHB1031,DL00,RM00,,,,,,,,,0,0,,S,USD,         500.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
52,670,4900002069,2018,7,501,,PEDL1031,DL00,RM00,,,,,,,,,0,0,,S,USD,         900.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
53,670,4900002069,2018,8,501,,CHAN1031,DL00,RM00,,,,,,,,,0,0,,S,USD,         200.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
54,670,4900002069,2018,9,501,,BRKT1031,DL00,RM00,,,,,,,,,0,0,,S,USD,"       1,400.00",0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
55,670,4900002069,2018,10,501,,WDOC1031,DL00,RM00,,,,,,,,,0,0,,S,USD,          20.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
56,670,4900002069,2018,11,501,,PCKG1031,DL00,RM00,,,,,,,,,0,0,,S,USD,          70.00,0.0,             0.00,,0.0,,          20.000,EA,          20.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
57,670,4900002070,2018,1,501,,DXTR2031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"      73,052.00",0.0,"       140,000.00",,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
58,670,4900002070,2018,2,501,,TRWA1031,DL00,SF00,,,,,E,,,,0,0,,S,USD,"      11,297.00",0.0,"        11,000.00",,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
59,670,4900002070,2018,3,501,,TRFR2031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"      20,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
60,670,4900002070,2018,4,501,,DGAM1031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       7,500.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
61,670,4900002070,2018,5,501,,TRSK1031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       5,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
62,670,4900002070,2018,6,501,,TRHB1031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       2,500.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
63,670,4900002070,2018,7,501,,PEDL1031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       4,500.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
64,670,4900002070,2018,8,501,,CHAN1031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       1,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
65,670,4900002070,2018,9,501,,BRKT1031,DL00,RM00,,,,,E,,,,0,0,,S,USD,"       7,000.00",0.0,             0.00,,0.0,,         100.000,EA,         100.000,EA,           0.000,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2018,,,US00,,0,,0,0,0,,0.0,2,,,,,,,,,,,,,0,,,,,0,0,0,,,,,0,
