adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote,fs_year,fs_quarter
0001326801-14-000032,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20130630,1,shares,2502000000.0,,2014,3
0001326801-14-000032,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20130630,2,shares,2499000000.0,,2014,3
0001326801-14-000032,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20140630,1,shares,2615000000.0,,2014,3
0001326801-14-000032,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20130630,2,shares,2397000000.0,,2014,3
0001326801-14-000032,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20130630,1,shares,2407000000.0,,2014,3
0001326801-14-000032,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20140630,2,shares,2552000000.0,,2014,3
0001326801-14-000032,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20140630,1,shares,2560000000.0,,2014,3
0001326801-14-000032,AccountsReceivableNetCurrent,us-gaap/2013,,20140630,0,USD,1190000000.0,,2014,3
0001326801-14-000032,AccountsReceivableNetCurrent,us-gaap/2013,,20131231,0,USD,1109000000.0,,2014,3
0001326801-14-000032,AssetsCurrent,us-gaap/2013,,20131231,0,USD,13070000000.0,,2014,3
0001326801-14-000032,AssetsCurrent,us-gaap/2013,,20140630,0,USD,15557000000.0,,2014,3
0001326801-14-000032,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20140630,0,USD,4384000000.0,,2014,3
0001326801-14-000032,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20131231,0,USD,3323000000.0,,2014,3
0001326801-14-000032,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20121231,0,USD,2384000000.0,,2014,3
0001326801-14-000032,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20130630,0,USD,3001000000.0,,2014,3
0001326801-14-000032,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2013,,20140630,2,USD,1061000000.0,,2014,3
0001326801-14-000032,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2013,,20130630,2,USD,617000000.0,,2014,3
0001326801-14-000032,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20140630,2,USD,883000000.0,,2014,3
0001326801-14-000032,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20130630,2,USD,155000000.0,,2014,3
0001326801-14-000032,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2013,,20130630,2,USD,155000000.0,,2014,3
0001326801-14-000032,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2013,,20140630,2,USD,883000000.0,,2014,3
0001326801-14-000032,GeneralAndAdministrativeExpense,us-gaap/2013,,20130630,2,USD,349000000.0,,2014,3
0001326801-14-000032,GeneralAndAdministrativeExpense,us-gaap/2013,,20130630,1,USD,173000000.0,,2014,3
0001326801-14-000032,GeneralAndAdministrativeExpense,us-gaap/2013,,20140630,1,USD,197000000.0,,2014,3
0001326801-14-000032,GeneralAndAdministrativeExpense,us-gaap/2013,,20140630,2,USD,384000000.0,,2014,3
0001326801-14-000032,Goodwill,us-gaap/2013,,20140630,0,USD,857000000.0,,2014,3
0001326801-14-000032,Goodwill,us-gaap/2013,,20131231,0,USD,839000000.0,,2014,3
0001326801-14-000032,IncomeTaxesPaid,us-gaap/2013,,20130630,2,USD,18000000.0,,2014,3
0001326801-14-000032,IncomeTaxesPaid,us-gaap/2013,,20140630,2,USD,61000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInAccountsReceivable,us-gaap/2013,,20130630,2,USD,62000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInAccountsReceivable,us-gaap/2013,,20140630,2,USD,82000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,us-gaap/2013,,20140630,2,USD,15000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,us-gaap/2013,,20130630,2,USD,2000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2013,,20130630,2,USD,44000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2013,,20140630,2,USD,-18000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2013,,20130630,2,USD,197000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2013,,20140630,2,USD,49000000.0,,2014,3
0001326801-14-000032,LiabilitiesCurrent,us-gaap/2013,,20140630,0,USD,1214000000.0,,2014,3
0001326801-14-000032,LiabilitiesCurrent,us-gaap/2013,,20131231,0,USD,1100000000.0,,2014,3
0001326801-14-000032,OperatingIncomeLoss,us-gaap/2013,,20130630,1,USD,562000000.0,,2014,3
0001326801-14-000032,OperatingIncomeLoss,us-gaap/2013,,20130630,2,USD,935000000.0,,2014,3
0001326801-14-000032,OperatingIncomeLoss,us-gaap/2013,,20140630,2,USD,2464000000.0,,2014,3
0001326801-14-000032,OperatingIncomeLoss,us-gaap/2013,,20140630,1,USD,1390000000.0,,2014,3
0001326801-14-000032,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2013,,20130630,2,USD,595000000.0,,2014,3
0001326801-14-000032,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2013,,20140630,2,USD,832000000.0,,2014,3
0001326801-14-000032,ProceedsFromIncomeTaxRefunds,us-gaap/2013,,20130630,2,USD,419000000.0,,2014,3
0001326801-14-000032,ProceedsFromIncomeTaxRefunds,us-gaap/2013,,20140630,2,USD,2000000.0,,2014,3
0001326801-14-000032,PropertyPlantAndEquipmentNet,us-gaap/2013,,20131231,0,USD,2882000000.0,,2014,3
0001326801-14-000032,PropertyPlantAndEquipmentNet,us-gaap/2013,,20140630,0,USD,3334000000.0,,2014,3
0001326801-14-000032,ResearchAndDevelopmentExpense,us-gaap/2013,,20130630,2,USD,637000000.0,,2014,3
0001326801-14-000032,ResearchAndDevelopmentExpense,us-gaap/2013,,20130630,1,USD,344000000.0,,2014,3
0001326801-14-000032,ResearchAndDevelopmentExpense,us-gaap/2013,,20140630,2,USD,947000000.0,,2014,3
0001326801-14-000032,ResearchAndDevelopmentExpense,us-gaap/2013,,20140630,1,USD,492000000.0,,2014,3
0001326801-14-000032,SellingAndMarketingExpense,us-gaap/2013,,20140630,2,USD,681000000.0,,2014,3
0001326801-14-000032,SellingAndMarketingExpense,us-gaap/2013,,20130630,1,USD,269000000.0,,2014,3
0001326801-14-000032,SellingAndMarketingExpense,us-gaap/2013,,20130630,2,USD,472000000.0,,2014,3
0001326801-14-000032,SellingAndMarketingExpense,us-gaap/2013,,20140630,1,USD,358000000.0,,2014,3
0001326801-14-000032,ShareBasedCompensation,us-gaap/2013,,20130630,2,USD,394000000.0,,2014,3
0001326801-14-000032,ShareBasedCompensation,us-gaap/2013,,20140630,2,USD,588000000.0,,2014,3
0001326801-14-000032,AccountsPayableCurrent,us-gaap/2013,,20131231,0,USD,87000000.0,,2014,3
0001326801-14-000032,AccountsPayableCurrent,us-gaap/2013,,20140630,0,USD,146000000.0,,2014,3
0001326801-14-000032,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2013,,20140630,0,USD,1460000000.0,,2014,3
0001326801-14-000032,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2013,,20131231,0,USD,1260000000.0,,2014,3
0001326801-14-000032,AmortizationOfIntangibleAssets,us-gaap/2013,,20130630,2,USD,69000000.0,,2014,3
0001326801-14-000032,AmortizationOfIntangibleAssets,us-gaap/2013,,20130630,1,USD,36000000.0,,2014,3
0001326801-14-000032,AmortizationOfIntangibleAssets,us-gaap/2013,,20140630,2,USD,82000000.0,,2014,3
0001326801-14-000032,AmortizationOfIntangibleAssets,us-gaap/2013,,20140630,1,USD,41000000.0,,2014,3
0001326801-14-000032,DepreciationDepletionAndAmortization,us-gaap/2013,,20140630,2,USD,521000000.0,,2014,3
0001326801-14-000032,DepreciationDepletionAndAmortization,us-gaap/2013,,20130630,2,USD,463000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2013,,20130630,2,USD,-428000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2013,,20140630,2,USD,-10000000.0,,2014,3
0001326801-14-000032,OtherAssetsNoncurrent,us-gaap/2013,,20140630,0,USD,206000000.0,,2014,3
0001326801-14-000032,OtherAssetsNoncurrent,us-gaap/2013,,20131231,0,USD,221000000.0,,2014,3
0001326801-14-000032,OtherLiabilitiesNoncurrent,us-gaap/2013,,20140630,0,USD,1056000000.0,,2014,3
0001326801-14-000032,OtherLiabilitiesNoncurrent,us-gaap/2013,,20131231,0,USD,1088000000.0,,2014,3
0001326801-14-000032,PrepaidExpenseAndOtherAssetsCurrent,us-gaap/2013,,20131231,0,USD,512000000.0,,2014,3
0001326801-14-000032,PrepaidExpenseAndOtherAssetsCurrent,us-gaap/2013,,20140630,0,USD,411000000.0,,2014,3
0001326801-14-000032,PropertyPlantAndEquipmentGross,us-gaap/2013,,20131231,0,USD,4142000000.0,,2014,3
0001326801-14-000032,PropertyPlantAndEquipmentGross,us-gaap/2013,,20140630,0,USD,4794000000.0,,2014,3
0001326801-14-000032,CostsAndExpenses,us-gaap/2013,,20140630,1,USD,1520000000.0,,2014,3
0001326801-14-000032,CostsAndExpenses,us-gaap/2013,,20130630,1,USD,1251000000.0,,2014,3
0001326801-14-000032,CostsAndExpenses,us-gaap/2013,,20130630,2,USD,2336000000.0,,2014,3
0001326801-14-000032,CostsAndExpenses,us-gaap/2013,,20140630,2,USD,2948000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInAccountsPayable,us-gaap/2013,,20130630,2,USD,2000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInAccountsPayable,us-gaap/2013,,20140630,2,USD,69000000.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2013,,20130630,2,USD,3000000.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2013,,20140630,2,USD,0.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2013,,20140630,1,USD,0.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2013,,20130630,1,USD,2000000.0,,2014,3
0001326801-14-000032,ProceedsFromStockOptionsExercised,us-gaap/2013,,20140630,2,USD,2000000.0,,2014,3
0001326801-14-000032,ProceedsFromStockOptionsExercised,us-gaap/2013,,20130630,2,USD,10000000.0,,2014,3
0001326801-14-000032,AccruedLiabilitiesCurrent,us-gaap/2013,,20140630,0,USD,666000000.0,,2014,3
0001326801-14-000032,AccruedLiabilitiesCurrent,us-gaap/2013,,20131231,0,USD,555000000.0,,2014,3
0001326801-14-000032,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2013,,20131231,0,USD,38000000.0,,2014,3
0001326801-14-000032,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2013,,20140630,0,USD,33000000.0,,2014,3
0001326801-14-000032,CostOfRevenue,us-gaap/2013,,20140630,1,USD,473000000.0,,2014,3
0001326801-14-000032,CostOfRevenue,us-gaap/2013,,20130630,1,USD,465000000.0,,2014,3
0001326801-14-000032,CostOfRevenue,us-gaap/2013,,20140630,2,USD,936000000.0,,2014,3
0001326801-14-000032,CostOfRevenue,us-gaap/2013,,20130630,2,USD,878000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInAccruedLiabilities,us-gaap/2013,,20140630,2,USD,75000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInAccruedLiabilities,us-gaap/2013,,20130630,2,USD,9000000.0,,2014,3
0001326801-14-000032,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2013,,20130630,2,USD,558000000.0,,2014,3
0001326801-14-000032,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2013,,20140630,2,USD,3000000.0,,2014,3
0001326801-14-000032,AdditionalPaidInCapital,us-gaap/2013,,20140630,0,USD,13759000000.0,,2014,3
0001326801-14-000032,AdditionalPaidInCapital,us-gaap/2013,,20131231,0,USD,12297000000.0,,2014,3
0001326801-14-000032,DeferredRevenueAndCreditsCurrent,us-gaap/2013,,20131231,0,USD,38000000.0,,2014,3
0001326801-14-000032,DeferredRevenueAndCreditsCurrent,us-gaap/2013,,20140630,0,USD,53000000.0,,2014,3
0001326801-14-000032,MarketableSecuritiesCurrent,us-gaap/2013,,20140630,0,USD,9572000000.0,,2014,3
0001326801-14-000032,MarketableSecuritiesCurrent,us-gaap/2013,,20131231,0,USD,8126000000.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2013,,20140630,1,USD,0.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2013,,20140630,2,USD,2000000.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2013,,20130630,1,USD,-3000000.0,,2014,3
0001326801-14-000032,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2013,,20130630,2,USD,-3000000.0,,2014,3
0001326801-14-000032,PaymentsToAcquireMarketableSecurities,us-gaap/2013,,20130630,2,USD,3460000000.0,,2014,3
0001326801-14-000032,PaymentsToAcquireMarketableSecurities,us-gaap/2013,,20140630,2,USD,4482000000.0,,2014,3
0001326801-14-000032,CapitalLeaseObligationsCurrent,us-gaap/2013,,20131231,0,USD,239000000.0,,2014,3
0001326801-14-000032,CapitalLeaseObligationsCurrent,us-gaap/2013,,20140630,0,USD,173000000.0,,2014,3
0001326801-14-000032,CapitalLeaseObligationsNoncurrent,us-gaap/2013,,20140630,0,USD,153000000.0,,2014,3
0001326801-14-000032,CapitalLeaseObligationsNoncurrent,us-gaap/2013,,20131231,0,USD,237000000.0,,2014,3
0001326801-14-000032,NonoperatingIncomeExpense,us-gaap/2013,,20130630,2,USD,-37000000.0,,2014,3
0001326801-14-000032,NonoperatingIncomeExpense,us-gaap/2013,,20140630,2,USD,-4000000.0,,2014,3
0001326801-14-000032,NonoperatingIncomeExpense,us-gaap/2013,,20140630,1,USD,-4000000.0,,2014,3
0001326801-14-000032,NonoperatingIncomeExpense,us-gaap/2013,,20130630,1,USD,-17000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsNet,us-gaap/2013,,20140630,0,USD,815000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsNet,us-gaap/2013,,20131231,0,USD,883000000.0,,2014,3
0001326801-14-000032,IntangibleAssetsNetIncludingGoodwill,us-gaap/2013,,20140630,0,USD,1672000000.0,,2014,3
0001326801-14-000032,IntangibleAssetsNetIncludingGoodwill,us-gaap/2013,,20131231,0,USD,1722000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2013,,20140630,0,USD,337000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2013,,20131231,0,USD,255000000.0,,2014,3
0001326801-14-000032,AllocatedShareBasedCompensationExpense,us-gaap/2013,,20130630,1,USD,224000000.0,,2014,3
0001326801-14-000032,AllocatedShareBasedCompensationExpense,us-gaap/2013,,20130630,2,USD,394000000.0,,2014,3
0001326801-14-000032,AllocatedShareBasedCompensationExpense,us-gaap/2013,,20140630,2,USD,588000000.0,,2014,3
0001326801-14-000032,AllocatedShareBasedCompensationExpense,us-gaap/2013,,20140630,1,USD,314000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInOtherAccountsPayable,us-gaap/2013,,20130630,2,USD,3000000.0,,2014,3
0001326801-14-000032,IncreaseDecreaseInOtherAccountsPayable,us-gaap/2013,,20140630,2,USD,-5000000.0,,2014,3
0001326801-14-000032,AccountsPayableOtherCurrent,us-gaap/2013,,20140630,0,USD,176000000.0,,2014,3
0001326801-14-000032,AccountsPayableOtherCurrent,us-gaap/2013,,20131231,0,USD,181000000.0,,2014,3
0001326801-14-000032,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,us-gaap/2013,,20140630,0,USD,6232000000.0,,2014,3
0001326801-14-000032,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1,us-gaap/2013,,20140630,0,security,0.0,,2014,3
0001326801-14-000032,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1,us-gaap/2013,,20131231,0,security,0.0,,2014,3
0001326801-14-000032,ContractualObligation,us-gaap/2013,,20140630,0,USD,140000000.0,,2014,3
0001326801-14-000032,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,us-gaap/2013,,20140630,0,USD,3340000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,us-gaap/2013,,20140630,0,USD,184000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,us-gaap/2013,,20140630,0,USD,151000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,us-gaap/2013,,20140630,0,USD,79000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap/2013,,20140630,0,USD,64000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap/2013,,20140630,0,USD,82000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap/2013,,20140630,0,USD,117000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap/2013,,20140630,0,USD,138000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsGross,us-gaap/2013,,20131231,0,USD,1138000000.0,,2014,3
0001326801-14-000032,FiniteLivedIntangibleAssetsGross,us-gaap/2013,,20140630,0,USD,1152000000.0,,2014,3
