Date,Close
2015-07-07,19.15
2015-07-06,19.52
2015-07-02,19.27
2015-07-01,19.56
2015-06-30,19.46
2015-06-29,18.78
2015-06-26,19.38
2015-06-25,19.49
2015-06-24,19.54
2015-06-23,19.99
2015-06-22,20.03
2015-06-19,19.98
2015-06-18,20.4
2015-06-17,19.44
2015-06-16,18.75
2015-06-15,18.96
2015-06-12,18.65
2015-06-11,18.68
2015-06-10,18.35
2015-06-09,18.41
2015-06-08,18.53
2015-06-05,18.89
2015-06-04,18.79
2015-06-03,19.01
2015-06-02,18.66
2015-06-01,18.51
2015-05-29,18.6
2015-05-28,18.68
2015-05-27,18.69
2015-05-26,18.15
2015-05-22,18.2
2015-05-21,18.36
2015-05-20,18.5
2015-05-19,18.23
2015-05-18,17.78
2015-05-15,17.29
2015-05-14,17.47
2015-05-13,17.77
2015-05-12,17.52
2015-05-11,17.22
2015-05-08,16.4
2015-05-07,15.39
2015-05-06,15.46
2015-05-05,15.13
2015-05-04,15.36
2015-05-01,15.41
2015-04-30,15.17
2015-04-29,15.64
2015-04-28,15.99
2015-04-27,15.94
2015-04-24,16.33
2015-04-23,16.59
2015-04-22,16.35
2015-04-21,16.45
2015-04-20,16.35
2015-04-17,16.37
2015-04-16,16.74
2015-04-15,16.98
2015-04-14,17.02
2015-04-13,17.47
2015-04-10,17.56
2015-04-09,16.72
2015-04-08,17.0
2015-04-07,16.78
2015-04-06,16.68
2015-04-02,17.14
2015-04-01,17.31
2015-03-31,17.58
2015-03-30,17.65
2015-03-27,17.69
2015-03-26,17.44
2015-03-25,17.29
2015-03-24,17.98
2015-03-23,17.87
2015-03-20,17.59
2015-03-19,18.48
2015-03-18,18.2
2015-03-17,17.85
2015-03-16,17.48
2015-03-13,17.33
2015-03-12,17.26
2015-03-11,17.21
2015-03-10,17.18
2015-03-09,17.67
2015-03-06,18.4
2015-03-05,16.94
2015-03-04,17.8
2015-03-03,17.52
2015-03-02,17.38
2015-02-27,17.27
2015-02-26,17.34
2015-02-25,17.48
2015-02-24,16.83
2015-02-23,16.69
2015-02-20,16.52
2015-02-19,16.42
2015-02-18,16.38
2015-02-17,16.15
2015-02-13,15.95
2015-02-12,15.67
2015-02-11,14.87
2015-02-10,14.97
2015-02-09,15.04
2015-02-06,15.27
2015-02-05,15.81
2015-02-04,15.27
2015-02-03,15.58
2015-02-02,15.56
2015-01-30,16.13
2015-01-29,16.82
2015-01-28,16.51
2015-01-27,16.88
2015-01-26,16.9
2015-01-23,16.89
2015-01-22,16.9
2015-01-21,16.62
2015-01-20,16.89
2015-01-16,16.69
2015-01-15,16.22
2015-01-14,16.81
2015-01-13,16.63
2015-01-12,16.69
2015-01-09,16.51
2015-01-08,16.71
2015-01-07,16.4
2015-01-06,16.04
2015-01-05,16.33
2015-01-02,16.36
2014-12-31,15.99
2014-12-30,15.44
2014-12-29,15.08
2014-12-26,14.94
2014-12-24,14.87
2014-12-23,14.74
2014-12-22,14.45
2014-12-19,14.33
2014-12-18,14.48
2014-12-17,13.83
2014-12-16,13.13
2014-12-15,12.97
2014-12-12,12.92
2014-12-11,12.96
2014-12-10,13.02
2014-12-09,13.6
2014-12-08,13.33
2014-12-05,13.16
2014-12-04,12.79
2014-12-03,13.3
2014-12-02,13.27
2014-12-01,12.94
2014-11-28,13.15
2014-11-26,13.5
2014-11-25,13.49
2014-11-24,13.51
2014-11-21,13.12
2014-11-20,13.06
2014-11-19,13.13
2014-11-18,13.29
2014-11-17,13.3
2014-11-14,13.05
2014-11-13,13.3
2014-11-12,13.5
2014-11-11,13.49
2014-11-10,13.48
2014-11-07,13.5
2014-11-06,13.84
2014-11-05,13.37
2014-11-04,13.66
2014-11-03,13.64
2014-10-31,13.63
2014-10-30,14.02
2014-10-29,13.7
2014-10-28,13.95
2014-10-27,13.46
2014-10-24,13.54
2014-10-23,13.29
2014-10-22,12.86
2014-10-21,13.01
2014-10-20,12.92
2014-10-17,12.7
2014-10-16,13.19
2014-10-15,12.67
2014-10-14,12.48
2014-10-13,12.19
2014-10-10,12.05
2014-10-09,12.09
2014-10-08,12.68
2014-10-07,12.14
2014-10-06,12.4
2014-10-03,12.85
2014-10-02,12.74
2014-10-01,12.35
2014-09-30,12.59
2014-09-29,12.68
2014-09-26,12.73
2014-09-25,12.72
2014-09-24,13.01
2014-09-23,12.95
2014-09-22,13.35
2014-09-19,13.46
2014-09-18,13.15
2014-09-17,13.29
2014-09-16,12.99
2014-09-15,12.73
2014-09-12,12.97
2014-09-11,13.34
2014-09-10,13.19
2014-09-09,13.02
2014-09-08,13.15
2014-09-05,13.0
2014-09-04,13.43
2014-09-03,14.07
2014-09-02,14.23
2014-08-29,14.29
2014-08-28,14.15
2014-08-27,14.12
2014-08-26,14.25
2014-08-25,14.04
2014-08-22,14.15
2014-08-21,14.14
2014-08-20,14.3
2014-08-19,14.41
2014-08-18,14.8
2014-08-15,14.49
2014-08-14,14.68
2014-08-13,15.03
2014-08-12,14.81
2014-08-11,15.43
2014-08-08,14.84
2014-08-07,14.66
2014-08-06,15.3
2014-08-05,15.03
2014-08-04,15.18
2014-08-01,14.59
2014-07-31,14.8
2014-07-30,14.58
2014-07-29,14.94
2014-07-28,14.5
2014-07-25,14.72
2014-07-24,14.52
2014-07-23,14.61
2014-07-22,14.51
2014-07-21,14.52
2014-07-18,14.26
2014-07-17,13.66
2014-07-16,14.14
2014-07-15,14.09
2014-07-14,14.48
2014-07-11,14.89
2014-07-10,15.29
2014-07-09,15.59
2014-07-08,15.72
2014-07-07,16.5
2014-07-03,17.02
2014-07-02,16.69
2014-07-01,16.06
2014-06-30,15.62
2014-06-27,15.8
2014-06-26,15.72
2014-06-25,15.89
2014-06-24,15.56
2014-06-23,15.91
2014-06-20,15.82
2014-06-19,15.74
2014-06-18,15.85
2014-06-17,15.72
2014-06-16,16.06
2014-06-13,15.55
2014-06-12,15.6
2014-06-11,15.9
2014-06-10,15.61
2014-06-09,15.61
2014-06-06,15.34
2014-06-05,14.93
2014-06-04,13.99
2014-06-03,14.52
2014-06-02,14.89
2014-05-30,15.39
2014-05-29,15.74
2014-05-28,15.72
2014-05-27,16.11
2014-05-23,16.11
2014-05-22,15.7
2014-05-21,15.58
2014-05-20,15.31
2014-05-19,15.95
2014-05-16,15.76
2014-05-15,16.34
2014-05-14,16.37
2014-05-13,15.0
2014-05-12,14.75
2014-05-09,15.71
2014-05-08,13.98
2014-05-07,14.19
2014-05-06,14.0
2014-05-05,14.18
2014-05-02,14.42
2014-05-01,14.4
2014-04-30,14.23
2014-04-29,14.07
2014-04-28,13.44
2014-04-25,13.0
2014-04-24,13.18
2014-04-23,12.99
2014-04-22,13.15
2014-04-21,12.4
2014-04-17,12.39
2014-04-16,12.8
2014-04-15,12.69
2014-04-14,12.69
2014-04-11,12.6
2014-04-10,13.48
2014-04-09,14.29
2014-04-08,14.36
2014-04-07,14.34
2014-04-04,13.69
2014-04-03,13.28
2014-04-02,13.27
2014-04-01,13.8
2014-03-31,13.13
2014-03-28,12.94
2014-03-27,13.3
2014-03-26,13.24
2014-03-25,13.56
2014-03-24,13.07
2014-03-21,13.49
2014-03-20,13.86
2014-03-19,13.87
2014-03-18,14.28
2014-03-17,13.81
2014-03-14,13.78
2014-03-13,14.21
2014-03-12,14.28
2014-03-11,14.19
2014-03-10,14.7
2014-03-07,14.93
2014-03-06,15.32
2014-03-05,16.31
2014-03-04,15.48
2014-03-03,15.25
2014-02-28,15.27
2014-02-27,16.18
2014-02-26,16.94
2014-02-25,16.94
2014-02-24,17.34
2014-02-21,16.81
2014-02-20,16.83
2014-02-19,16.67
2014-02-18,16.79
2014-02-14,16.24
2014-02-13,16.48
2014-02-12,16.26
2014-02-11,16.0
2014-02-10,15.85
2014-02-07,15.5
2014-02-06,14.93
2014-02-05,14.92
2014-02-04,15.51
2014-02-03,15.05
2014-01-31,15.61
2014-01-30,15.73
2014-01-29,15.7
2014-01-28,16.54
2014-01-27,16.18
2014-01-24,16.84
2014-01-23,16.92
2014-01-22,17.39
2014-01-21,17.96
2014-01-17,17.12
2014-01-16,16.52
2014-01-15,16.5
2014-01-14,17.19
2014-01-13,17.13
2014-01-10,17.33
2014-01-09,17.19
2014-01-08,17.7
2014-01-07,16.92
2014-01-06,16.24
2014-01-03,16.16
2014-01-02,16.0
2013-12-31,16.08
2013-12-30,16.67
2013-12-27,16.42
2013-12-26,16.28
2013-12-24,16.42
2013-12-23,16.74
2013-12-20,16.75
2013-12-19,15.55
2013-12-18,15.68
2013-12-17,14.96
2013-12-16,15.27
2013-12-13,14.44
2013-12-12,14.43
2013-12-11,14.11
2013-12-10,14.47
2013-12-09,14.21
2013-12-06,15.28
2013-12-05,14.76
2013-12-04,15.41
2013-12-03,15.45
2013-12-02,16.72
2013-11-29,17.585
2013-11-27,16.95
2013-11-26,16.45
2013-11-25,16.33
2013-11-22,15.93
2013-11-21,15.6
2013-11-20,14.44
2013-11-19,15.02
2013-11-18,14.98
2013-11-15,15.54
2013-11-14,15.72
2013-11-13,15.48
2013-11-12,15.29
2013-11-11,14.84
2013-11-08,14.6
2013-11-07,13.81
2013-11-06,14.41
2013-11-05,16.32
2013-11-04,16.1
2013-11-01,17.76
2013-10-31,13.31
2013-10-30,13.42
2013-10-29,14.25
2013-10-28,14.36
2013-10-25,14.85
2013-10-24,15.07
2013-10-23,14.74
2013-10-22,14.17
2013-10-21,14.51
2013-10-18,17.485
2013-10-17,17.92
2013-10-16,18.49
2013-10-15,18.44
2013-10-14,18.12
2013-10-11,18.01
2013-10-10,17.13
2013-10-09,17.265
2013-10-08,17.13
2013-10-07,18.49
2013-10-04,19.48
2013-10-03,18.56
2013-10-02,18.8
2013-10-01,16.73
2013-09-30,16.64
2013-09-27,16.59
2013-09-26,16.74
2013-09-25,16.64
2013-09-24,16.85
2013-09-23,16.77
2013-09-20,16.91
2013-09-19,16.43
2013-09-18,16.4
2013-09-17,16.11
2013-09-16,16.7
2013-09-13,17.06
2013-09-12,16.85
2013-09-11,16.73
2013-09-10,17.49
2013-09-09,17.46
2013-09-06,17.57
2013-09-05,17.75
2013-09-04,17.68
2013-09-03,18.0
2013-08-30,17.45
2013-08-29,17.76
2013-08-28,18.34
2013-08-27,18.35
2013-08-26,19.05
2013-08-23,19.0
2013-08-22,19.63
2013-08-21,19.34
2013-08-20,19.22
2013-08-19,20.0
2013-08-16,19.48
2013-08-15,19.759
2013-08-14,22.45
2013-08-13,25.44
2013-08-12,10.66
2013-08-09,10.46
2013-08-08,10.38
2013-08-07,10.49
2013-08-06,10.58
2013-08-05,10.9
2013-08-02,11.45
2013-08-01,11.39
2013-07-31,11.45
2013-07-30,11.48
2013-07-29,11.37
2013-07-26,11.47
2013-07-25,11.4
2013-07-24,11.12
2013-07-23,11.47
2013-07-22,12.09
2013-07-19,12.07
2013-07-18,11.98
2013-07-17,11.83
2013-07-16,11.85
2013-07-15,11.67
2013-07-12,11.2
2013-07-11,10.61
2013-07-10,10.64
2013-07-09,10.53
2013-07-08,10.22
2013-07-05,10.4
2013-07-03,10.17
2013-07-02,10.19
2013-07-01,10.11
2013-06-28,10.07
2013-06-27,10.28
2013-06-26,10.43
2013-06-25,10.185
2013-06-24,10.5
2013-06-21,10.43
2013-06-20,10.19
2013-06-19,10.49
2013-06-18,10.65
2013-06-17,10.28
2013-06-14,10.16
2013-06-13,10.19
2013-06-12,10.28
2013-06-11,10.65
2013-06-10,10.71
2013-06-07,10.67
2013-06-06,10.6
2013-06-05,10.37
2013-06-04,10.92
2013-06-03,10.87
2013-05-31,11.24
2013-05-30,11.5
2013-05-29,11.26
2013-05-28,11.39
2013-05-24,11.02
2013-05-23,11.07
2013-05-22,10.98
2013-05-21,10.85
2013-05-20,10.7
2013-05-17,11.27
2013-05-16,10.6
2013-05-15,10.53
2013-05-14,10.24
2013-05-13,10.27
2013-05-10,10.49
2013-05-09,10.17
2013-05-08,10.17
2013-05-07,10.43
2013-05-06,10.6
2013-05-03,10.11
2013-05-02,10.6
2013-05-01,10.18
2013-04-30,11.22
2013-04-29,11.38
2013-04-26,11.42
2013-04-25,10.85
2013-04-24,10.8
2013-04-23,10.9
2013-04-22,10.9
2013-04-19,10.97
2013-04-18,10.42
2013-04-17,10.24
2013-04-16,9.89
2013-04-15,9.61
2013-04-12,9.85
2013-04-11,9.67
2013-04-10,10.06
2013-04-09,9.55
2013-04-08,9.88
2013-04-05,9.91
2013-04-04,9.71
2013-04-03,10.11
2013-04-02,10.47
2013-04-01,10.03
2013-03-28,10.4
2013-03-27,10.75
2013-03-26,11.24
2013-03-25,11.42
2013-03-22,11.23
2013-03-21,11.14
2013-03-20,11.29
2013-03-19,11.31
2013-03-18,10.36
2013-03-15,10.23
2013-03-14,10.07
2013-03-13,10.0
2013-03-12,10.02
2013-03-11,10.16
2013-03-08,9.55
2013-03-07,9.12
2013-03-06,9.35
2013-03-05,6.91
2013-03-04,6.98
2013-03-01,7.09
2013-02-28,6.58
2013-02-27,6.59
2013-02-26,6.58
2013-02-25,6.81
2013-02-22,7.03
2013-02-21,7.01
2013-02-20,7.27
2013-02-19,7.65
2013-02-15,7.02
2013-02-14,7.38
2013-02-13,7.47
2013-02-12,7.73
2013-02-11,7.74
2013-02-08,7.96
2013-02-07,8.02
2013-02-06,8.5
2013-02-05,8.07
2013-02-04,8.11
2013-02-01,8.13
2013-01-31,7.87
2013-01-30,8.29
2013-01-29,8.48
2013-01-28,8.39
2013-01-25,8.45
2013-01-24,8.69
2013-01-23,8.72
2013-01-22,8.79
2013-01-18,8.97
2013-01-17,9.0
2013-01-16,8.97
2013-01-15,9.12
2013-01-14,9.15
2013-01-11,9.08
2013-01-10,9.13
2013-01-09,9.06
2013-01-08,9.21
2013-01-07,8.83
2013-01-04,9.02
2013-01-03,9.2237
2013-01-02,9.23
2012-12-31,8.98
2012-12-28,9.0
2012-12-27,9.39
2012-12-26,9.38
2012-12-24,9.52
2012-12-21,9.43
2012-12-20,9.41
2012-12-19,9.8
2012-12-18,10.06
2012-12-17,9.86
2012-12-14,9.92
2012-12-13,9.8
2012-12-12,9.96
2012-12-11,9.79
2012-12-10,9.4
2012-12-07,9.49
2012-12-06,9.58
2012-12-05,9.6
2012-12-04,9.64
2012-12-03,9.48
2012-11-30,9.6
2012-11-29,9.48
2012-11-28,9.54
2012-11-27,9.48
2012-11-26,9.55
2012-11-23,9.12
2012-11-21,9.18
2012-11-20,9.08
2012-11-19,9.07
2012-11-16,8.64
2012-11-15,8.26
2012-11-14,8.56
2012-11-13,9.37
2012-11-12,9.03
2012-11-09,9.45
2012-11-08,9.69
2012-11-07,9.63
2012-11-06,10.4
2012-11-05,10.45
2012-11-02,10.18
2012-11-01,10.56
2012-10-31,10.5
2012-10-26,10.16
2012-10-25,9.5
2012-10-24,9.27
2012-10-23,9.33
2012-10-22,9.34
2012-10-19,9.44
2012-10-18,10.0391
2012-10-17,10.07
2012-10-16,9.92
2012-10-15,9.97
2012-10-12,9.77
2012-10-11,9.81
2012-10-10,9.71
2012-10-09,10.12
2012-10-08,10.45
2012-10-05,10.72
2012-10-04,10.62
2012-10-03,11.17
2012-10-02,11.75
2012-10-01,11.18
2012-09-28,11.05
2012-09-27,10.24
2012-09-26,10.2
2012-09-25,10.12
2012-09-24,9.77
2012-09-21,9.96
2012-09-20,9.42
2012-09-19,9.78
2012-09-18,9.86
2012-09-17,9.6
2012-09-14,9.5
2012-09-13,9.39
2012-09-12,9.05
2012-09-11,8.96
2012-09-10,9.31
2012-09-07,9.49
2012-09-06,9.28
2012-09-05,9.13
2012-09-04,9.42
2012-08-31,9.05
2012-08-30,8.85
2012-08-29,9.04
2012-08-28,8.8
2012-08-27,8.46
2012-08-24,8.34
2012-08-23,8.3
2012-08-22,8.47
2012-08-21,8.66
2012-08-20,8.76
2012-08-17,8.81
2012-08-16,8.64
2012-08-15,8.71
2012-08-14,8.66
2012-08-13,8.7
2012-08-10,8.36
2012-08-09,8.45
2012-08-08,8.25
2012-08-07,8.43
2012-08-06,8.07
2012-08-03,8.3
2012-08-02,8.24
2012-08-01,8.54
2012-07-31,8.72
2012-07-30,9.21
2012-07-27,10.03
2012-07-26,9.33
2012-07-25,9.34
2012-07-24,9.35
2012-07-23,9.46
2012-07-20,9.88
2012-07-19,9.49
2012-07-18,9.55
2012-07-17,10.2
2012-07-16,10.1
2012-07-13,10.2
2012-07-12,10.11
2012-07-11,10.17
2012-07-10,10.6
2012-07-09,11.35
2012-07-06,10.5
2012-07-05,10.38
2012-07-03,10.47
2012-07-02,10.87
2012-06-29,10.97
2012-06-28,11.8
2012-06-27,11.42
2012-06-26,13.83
2012-06-25,12.74
2012-06-22,12.5
2012-06-21,11.59
2012-06-20,11.08
2012-06-19,10.22
2012-06-18,10.12
2012-06-15,9.18
2012-06-14,8.07
2012-06-13,7.07
2012-06-12,6.76
2012-06-11,6.2
2012-06-08,6.39
2012-06-07,6.23
2012-06-06,6.66
2012-06-05,6.79
2012-06-04,6.4
2012-06-01,6.1
2012-05-31,6.33
2012-05-30,6.98
2012-05-29,6.49
2012-05-25,6.28
2012-05-24,6.4
2012-05-23,5.74
2012-05-22,5.95
2012-05-21,6.36
2012-05-18,5.55
2012-05-17,5.26
2012-05-16,5.31
2012-05-15,4.97
2012-05-14,5.08
2012-05-11,5.3
2012-05-10,4.91
2012-05-09,4.83
2012-05-08,4.95
2012-05-07,4.71
2012-05-04,4.78
2012-05-03,4.99
2012-05-02,5.26
2012-05-01,5.12
2012-04-30,5.31
2012-04-27,5.49
2012-04-26,5.34
2012-04-25,5.16
2012-04-24,5.2
2012-04-23,4.87
2012-04-20,4.92
2012-04-19,4.77
2012-04-18,4.48
2012-04-17,4.77
2012-04-16,4.6
2012-04-13,4.57
2012-04-12,4.61
2012-04-11,4.66
2012-04-10,4.8
2012-04-09,4.83
2012-04-05,4.89
2012-04-04,4.8
2012-04-03,5.04
2012-04-02,5.37
2012-03-30,5.12
2012-03-29,5.19
2012-03-28,5.3
2012-03-27,5.27
2012-03-26,5.2
2012-03-23,5.08
2012-03-22,4.95
2012-03-21,5.07
2012-03-20,5.1
2012-03-19,5.14
2012-03-16,4.89
2012-03-15,5.0
2012-03-14,5.09
2012-03-13,5.16
2012-03-12,4.98
2012-03-09,5.04
2012-03-08,4.7
2012-03-07,4.64
2012-03-06,4.51
2012-03-05,4.7
2012-03-02,4.71
2012-03-01,4.93
2012-02-29,5.22
2012-02-28,5.04
2012-02-27,4.83
2012-02-24,4.86
2012-02-23,4.84
2012-02-22,4.75
2012-02-21,4.83
2012-02-17,4.91
2012-02-16,4.91
2012-02-15,4.81
2012-02-14,4.81
2012-02-13,4.79
2012-02-10,4.82
2012-02-09,5.03
2012-02-08,5.9
2012-02-07,5.9
2012-02-06,6.06
2012-02-03,5.95
2012-02-02,5.84
2012-02-01,5.8
2012-01-31,5.83
2012-01-30,5.72
2012-01-27,5.7
2012-01-26,5.59
2012-01-25,5.78
2012-01-24,5.72
2012-01-23,5.61
2012-01-20,5.59
2012-01-19,5.28
2012-01-18,5.16
2012-01-17,4.91
2012-01-13,4.78
2012-01-12,4.77
2012-01-11,4.87
2012-01-10,4.6
2012-01-09,4.48
2012-01-06,4.43
2012-01-05,4.54
2012-01-04,4.96
2012-01-03,5.17
