adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote,fs_year,fs_quarter
0001104659-14-059084,IncomeTaxExpenseBenefit,us-gaap/2013,,20130630,1,USD,358000.0,,2014,3
0001104659-14-059084,Liabilities,us-gaap/2013,,20140630,0,USD,8362000.0,,2014,3
0001104659-14-059084,Liabilities,us-gaap/2013,,20131231,0,USD,11148000.0,,2014,3
0001104659-14-059084,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20140630,0,USD,89209000.0,,2014,3
0001104659-14-059084,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20131231,0,USD,92097000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInOperatingActivities,us-gaap/2013,,20140630,2,USD,-9844000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInOperatingActivities,us-gaap/2013,,20130630,2,USD,-7082000.0,,2014,3
0001104659-14-059084,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20140630,1,USD,-1885000.0,,2014,3
0001104659-14-059084,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20130630,1,USD,-3756000.0,,2014,3
0001104659-14-059084,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20140630,2,USD,-3250000.0,,2014,3
0001104659-14-059084,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20130630,2,USD,-6491000.0,,2014,3
0001104659-14-059084,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2013,,20140630,2,USD,14285000.0,,2014,3
0001104659-14-059084,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2013,,20130630,2,USD,54000.0,,2014,3
0001104659-14-059084,ProceedsFromSaleOfAvailableForSaleSecurities,us-gaap/2013,,20140630,2,USD,8307000.0,,2014,3
0001104659-14-059084,ProceedsFromSaleOfAvailableForSaleSecurities,us-gaap/2013,,20130630,2,USD,6600000.0,,2014,3
0001104659-14-059084,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20140630,0,USD,-205004000.0,,2014,3
0001104659-14-059084,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20131231,0,USD,-201754000.0,,2014,3
0001104659-14-059084,SellingGeneralAndAdministrativeExpense,us-gaap/2013,,20140630,1,USD,9341000.0,,2014,3
0001104659-14-059084,SellingGeneralAndAdministrativeExpense,us-gaap/2013,,20130630,1,USD,4157000.0,,2014,3
0001104659-14-059084,SellingGeneralAndAdministrativeExpense,us-gaap/2013,,20140630,2,USD,16576000.0,,2014,3
0001104659-14-059084,SellingGeneralAndAdministrativeExpense,us-gaap/2013,,20130630,2,USD,6560000.0,,2014,3
0001104659-14-059084,StockholdersEquity,us-gaap/2013,,20140630,0,USD,80847000.0,,2014,3
0001104659-14-059084,StockholdersEquity,us-gaap/2013,,20131231,0,USD,80949000.0,,2014,3
0001104659-14-059084,AccountsPayableAndAccruedLiabilitiesCurrent,us-gaap/2013,,20140630,0,USD,8037000.0,,2014,3
0001104659-14-059084,AccountsPayableAndAccruedLiabilitiesCurrent,us-gaap/2013,,20131231,0,USD,4842000.0,,2014,3
0001104659-14-059084,AccountsReceivableNetCurrent,us-gaap/2013,,20140630,0,USD,16890000.0,,2014,3
0001104659-14-059084,AccountsReceivableNetCurrent,us-gaap/2013,,20131231,0,USD,7459000.0,,2014,3
0001104659-14-059084,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20140630,2,USD,1134000.0,,2014,3
0001104659-14-059084,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,us-gaap/2013,,20140630,2,USD,89000.0,,2014,3
0001104659-14-059084,AssetsCurrent,us-gaap/2013,,20140630,0,USD,87091000.0,,2014,3
0001104659-14-059084,AssetsCurrent,us-gaap/2013,,20131231,0,USD,84109000.0,,2014,3
0001104659-14-059084,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20121231,0,USD,1854000.0,,2014,3
0001104659-14-059084,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20130630,0,USD,1579000.0,,2014,3
0001104659-14-059084,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20140630,0,USD,2658000.0,,2014,3
0001104659-14-059084,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20131231,0,USD,2416000.0,,2014,3
0001104659-14-059084,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20140630,2,USD,89000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2013,,20140630,1,USD,-1298000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2013,,20130630,1,USD,-1455000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2013,,20140630,2,USD,-2039000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2013,,20130630,2,USD,-2108000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInAccountsReceivable,us-gaap/2013,,20140630,2,USD,9481000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInAccountsReceivable,us-gaap/2013,,20130630,2,USD,3349000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInInventories,us-gaap/2013,,20140630,2,USD,3611000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInInventories,us-gaap/2013,,20130630,2,USD,418000.0,,2014,3
0001104659-14-059084,InventoryNet,us-gaap/2013,,20140630,0,USD,5540000.0,,2014,3
0001104659-14-059084,InventoryNet,us-gaap/2013,,20131231,0,USD,1929000.0,,2014,3
0001104659-14-059084,LiabilitiesCurrent,us-gaap/2013,,20140630,0,USD,8082000.0,,2014,3
0001104659-14-059084,LiabilitiesCurrent,us-gaap/2013,,20131231,0,USD,10793000.0,,2014,3
0001104659-14-059084,OperatingExpenses,us-gaap/2013,,20140630,1,USD,10432000.0,,2014,3
0001104659-14-059084,OperatingExpenses,us-gaap/2013,,20130630,1,USD,5289000.0,,2014,3
0001104659-14-059084,OperatingExpenses,us-gaap/2013,,20140630,2,USD,18889000.0,,2014,3
0001104659-14-059084,OperatingExpenses,us-gaap/2013,,20130630,2,USD,8891000.0,,2014,3
0001104659-14-059084,OperatingIncomeLoss,us-gaap/2013,,20140630,1,USD,-66000.0,,2014,3
0001104659-14-059084,OperatingIncomeLoss,us-gaap/2013,,20130630,1,USD,-1480000.0,,2014,3
0001104659-14-059084,OperatingIncomeLoss,us-gaap/2013,,20140630,2,USD,-681000.0,,2014,3
0001104659-14-059084,OperatingIncomeLoss,us-gaap/2013,,20130630,2,USD,-2162000.0,,2014,3
0001104659-14-059084,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,us-gaap/2013,,20140630,1,USD,17000.0,,2014,3
0001104659-14-059084,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,us-gaap/2013,,20130630,1,USD,-91000.0,,2014,3
0001104659-14-059084,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,us-gaap/2013,,20140630,2,USD,105000.0,,2014,3
0001104659-14-059084,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,us-gaap/2013,,20130630,2,USD,-66000.0,,2014,3
0001104659-14-059084,OtherNonoperatingIncome,us-gaap/2013,,20140630,1,USD,-1232000.0,,2014,3
0001104659-14-059084,OtherNonoperatingIncome,us-gaap/2013,,20130630,1,USD,25000.0,,2014,3
0001104659-14-059084,OtherNonoperatingIncome,us-gaap/2013,,20140630,2,USD,-1358000.0,,2014,3
0001104659-14-059084,OtherNonoperatingIncome,us-gaap/2013,,20130630,2,USD,54000.0,,2014,3
0001104659-14-059084,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2013,,20140630,2,USD,440000.0,,2014,3
0001104659-14-059084,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2013,,20130630,2,USD,298000.0,,2014,3
0001104659-14-059084,PropertyPlantAndEquipmentNet,us-gaap/2013,,20131231,0,USD,1896000.0,,2014,3
0001104659-14-059084,PropertyPlantAndEquipmentNet,us-gaap/2013,,20140630,0,USD,1895000.0,,2014,3
0001104659-14-059084,ResearchAndDevelopmentExpense,us-gaap/2013,,20140630,1,USD,1055000.0,,2014,3
0001104659-14-059084,ResearchAndDevelopmentExpense,us-gaap/2013,,20130630,1,USD,1132000.0,,2014,3
0001104659-14-059084,ResearchAndDevelopmentExpense,us-gaap/2013,,20140630,2,USD,1725000.0,,2014,3
0001104659-14-059084,ResearchAndDevelopmentExpense,us-gaap/2013,,20130630,2,USD,2089000.0,,2014,3
0001104659-14-059084,ShareBasedCompensation,us-gaap/2013,,20140630,2,USD,1537000.0,,2014,3
0001104659-14-059084,ShareBasedCompensation,us-gaap/2013,,20130630,2,USD,766000.0,,2014,3
0001104659-14-059084,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2013,,20140630,0,USD,4635000.0,,2014,3
0001104659-14-059084,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2013,,20131231,0,USD,4154000.0,,2014,3
0001104659-14-059084,CostOfGoodsSold,us-gaap/2013,,20140630,1,USD,2924000.0,,2014,3
0001104659-14-059084,CostOfGoodsSold,us-gaap/2013,,20130630,1,USD,1482000.0,,2014,3
0001104659-14-059084,CostOfGoodsSold,us-gaap/2013,,20140630,2,USD,5136000.0,,2014,3
0001104659-14-059084,CostOfGoodsSold,us-gaap/2013,,20130630,2,USD,2617000.0,,2014,3
0001104659-14-059084,DepreciationDepletionAndAmortization,us-gaap/2013,,20140630,2,USD,441000.0,,2014,3
0001104659-14-059084,DepreciationDepletionAndAmortization,us-gaap/2013,,20130630,2,USD,271000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperations,us-gaap/2013,,20140630,1,USD,-1428000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperations,us-gaap/2013,,20130630,1,USD,-1813000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperations,us-gaap/2013,,20140630,2,USD,-2039000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperations,us-gaap/2013,,20130630,2,USD,-2108000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2013,,20140630,2,USD,208000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2013,,20130630,2,USD,-247000.0,,2014,3
0001104659-14-059084,OtherLiabilitiesNoncurrent,us-gaap/2013,,20140630,0,USD,280000.0,,2014,3
0001104659-14-059084,OtherLiabilitiesNoncurrent,us-gaap/2013,,20131231,0,USD,355000.0,,2014,3
0001104659-14-059084,PrepaidExpenseAndOtherAssetsCurrent,us-gaap/2013,,20140630,0,USD,404000.0,,2014,3
0001104659-14-059084,PrepaidExpenseAndOtherAssetsCurrent,us-gaap/2013,,20131231,0,USD,355000.0,,2014,3
0001104659-14-059084,PropertyPlantAndEquipmentGross,us-gaap/2013,,20140630,0,USD,6530000.0,,2014,3
0001104659-14-059084,PropertyPlantAndEquipmentGross,us-gaap/2013,,20131231,0,USD,6050000.0,,2014,3
0001104659-14-059084,CommonStockSharesOutstanding,us-gaap/2013,,20131231,0,shares,34114000.0,,2014,3
0001104659-14-059084,CommonStockSharesOutstanding,us-gaap/2013,,20140630,0,shares,34310000.0,,2014,3
0001104659-14-059084,DeferredTaxLiabilitiesCurrent,us-gaap/2013,,20131231,0,USD,5849000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap/2013,,20140630,2,USD,1504000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap/2013,,20130630,2,USD,559000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2013,,20140630,2,USD,8582000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2013,,20130630,2,USD,6248000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2013,,20140630,2,USD,-8667000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2013,,20130630,2,USD,-2866000.0,,2014,3
0001104659-14-059084,ProceedsFromStockOptionsExercised,us-gaap/2013,,20140630,2,USD,1417000.0,,2014,3
0001104659-14-059084,ProceedsFromStockOptionsExercised,us-gaap/2013,,20130630,2,USD,581000.0,,2014,3
0001104659-14-059084,StockIssuedDuringPeriodValueStockOptionsExercised,us-gaap/2013,,20140630,2,USD,1417000.0,,2014,3
0001104659-14-059084,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2013,,20140630,0,USD,128000.0,,2014,3
0001104659-14-059084,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2013,,20131231,0,USD,78000.0,,2014,3
0001104659-14-059084,DeferredTaxAssetsNetNoncurrent,us-gaap/2013,,20131231,0,USD,5849000.0,,2014,3
0001104659-14-059084,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2013,,20140630,2,USD,-403000.0,,2014,3
0001104659-14-059084,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2013,,20130630,2,USD,-180000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecurities,us-gaap/2013,,20131231,0,USD,39508000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecurities,us-gaap/2013,,20140630,0,USD,45759000.0,,2014,3
0001104659-14-059084,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2013,,20131231,0,USD,57000.0,,2014,3
0001104659-14-059084,SalesRevenueGoodsNet,us-gaap/2013,,20140630,1,USD,13290000.0,,2014,3
0001104659-14-059084,SalesRevenueGoodsNet,us-gaap/2013,,20130630,1,USD,5291000.0,,2014,3
0001104659-14-059084,SalesRevenueGoodsNet,us-gaap/2013,,20140630,2,USD,23344000.0,,2014,3
0001104659-14-059084,SalesRevenueGoodsNet,us-gaap/2013,,20130630,2,USD,9346000.0,,2014,3
0001104659-14-059084,AssetImpairmentCharges,us-gaap/2013,,20131231,4,USD,0.0,,2014,3
0001104659-14-059084,AssetImpairmentCharges,us-gaap/2013,,20140630,2,USD,0.0,,2014,3
0001104659-14-059084,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2013,,20131231,0,USD,91000.0,,2014,3
0001104659-14-059084,DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,us-gaap/2013,,20130630,1,USD,-1944000.0,,2014,3
0001104659-14-059084,DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,us-gaap/2013,,20140630,1,USD,-457000.0,,2014,3
0001104659-14-059084,DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,us-gaap/2013,,20140630,2,USD,-1211000.0,,2014,3
0001104659-14-059084,DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,us-gaap/2013,,20130630,2,USD,-4383000.0,,2014,3
0001104659-14-059084,DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,us-gaap/2013,,20140630,1,USD,431000.0,,2014,3
0001104659-14-059084,DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,us-gaap/2013,,20130630,2,USD,0.0,,2014,3
0001104659-14-059084,DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,us-gaap/2013,,20130630,1,USD,-358000.0,,2014,3
0001104659-14-059084,DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,us-gaap/2013,,20140630,2,USD,597000.0,,2014,3
0001104659-14-059084,ProvisionForDoubtfulAccounts,us-gaap/2013,,20140630,1,USD,50000.0,,2014,3
0001104659-14-059084,ProvisionForDoubtfulAccounts,us-gaap/2013,,20130630,2,USD,-25000.0,,2014,3
0001104659-14-059084,ProvisionForDoubtfulAccounts,us-gaap/2013,,20140630,2,USD,50000.0,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,us-gaap/2013,,20140630,1,USD,-0.04,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,us-gaap/2013,,20130630,1,USD,-0.06,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,us-gaap/2013,,20140630,2,USD,-0.06,,2014,3
0001104659-14-059084,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,us-gaap/2013,,20130630,2,USD,-0.06,,2014,3
0001104659-14-059084,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,us-gaap/2013,,20140630,1,USD,-0.01,,2014,3
0001104659-14-059084,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,us-gaap/2013,,20130630,1,USD,-0.06,,2014,3
0001104659-14-059084,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,us-gaap/2013,,20140630,2,USD,-0.04,,2014,3
0001104659-14-059084,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,us-gaap/2013,,20130630,2,USD,-0.13,,2014,3
0001104659-14-059084,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,us-gaap/2013,,20140630,1,shares,34264000.0,,2014,3
0001104659-14-059084,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,us-gaap/2013,,20130630,1,shares,32958000.0,,2014,3
0001104659-14-059084,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,us-gaap/2013,,20140630,2,shares,34207000.0,,2014,3
0001104659-14-059084,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,us-gaap/2013,,20130630,2,shares,32935000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInContinuingOperations,us-gaap/2013,,20140630,2,USD,242000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInContinuingOperations,us-gaap/2013,,20130630,2,USD,-275000.0,,2014,3
0001104659-14-059084,CapitalLeaseObligationsCurrent,us-gaap/2013,,20140630,0,USD,45000.0,,2014,3
0001104659-14-059084,CapitalLeaseObligationsCurrent,us-gaap/2013,,20131231,0,USD,45000.0,,2014,3
0001104659-14-059084,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,us-gaap/2013,,20140630,2,USD,15000000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInDiscontinuedOperations,us-gaap/2013,,20140630,2,USD,-1177000.0,,2014,3
0001104659-14-059084,NetCashProvidedByUsedInDiscontinuedOperations,us-gaap/2013,,20130630,2,USD,-4216000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInOtherCurrentLiabilities,us-gaap/2013,,20140630,2,USD,3195000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInOtherCurrentLiabilities,us-gaap/2013,,20130630,2,USD,1750000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,us-gaap/2013,,20140630,0,USD,45687000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,us-gaap/2013,,20131231,0,USD,39540000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecuritiesCurrent,us-gaap/2013,,20140630,0,USD,45759000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecuritiesCurrent,us-gaap/2013,,20131231,0,USD,39508000.0,,2014,3
0001104659-14-059084,AircraftRentalAndLandingFees,us-gaap/2013,,20140630,1,USD,36000.0,,2014,3
0001104659-14-059084,AircraftRentalAndLandingFees,us-gaap/2013,,20140630,2,USD,185000.0,,2014,3
0001104659-14-059084,AircraftRentalAndLandingFees,us-gaap/2013,,20130630,2,USD,62000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecuritiesAmortizedCost,us-gaap/2013,,20140630,0,USD,45687000.0,,2014,3
0001104659-14-059084,AvailableForSaleSecuritiesAmortizedCost,us-gaap/2013,,20131231,0,USD,39540000.0,,2014,3
0001104659-14-059084,EntityCommonStockSharesOutstanding,dei/2013,,20140731,0,shares,34309800.0,,2014,3
0001104659-14-059084,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,us-gaap/2013,,20140630,2,USD,0.0,,2014,3
0001104659-14-059084,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,us-gaap/2013,,20140630,2,USD,0.0,,2014,3
0001104659-14-059084,InventoryFinishedGoodsNetOfReserves,us-gaap/2013,,20140630,0,USD,4446000.0,,2014,3
0001104659-14-059084,InventoryFinishedGoodsNetOfReserves,us-gaap/2013,,20131231,0,USD,1520000.0,,2014,3
0001104659-14-059084,InventoryRawMaterialsNetOfReserves,us-gaap/2013,,20140630,0,USD,575000.0,,2014,3
0001104659-14-059084,InventoryRawMaterialsNetOfReserves,us-gaap/2013,,20131231,0,USD,387000.0,,2014,3
0001104659-14-059084,InventoryWorkInProcessNetOfReserves,us-gaap/2013,,20140630,0,USD,519000.0,,2014,3
0001104659-14-059084,InventoryWorkInProcessNetOfReserves,us-gaap/2013,,20131231,0,USD,22000.0,,2014,3
0001104659-14-059084,NumberOfOperatingSegments,us-gaap/2013,,20130930,0,item,2.0,,2014,3
0001104659-14-059084,NumberOfOperatingSegments,us-gaap/2013,,20140630,2,item,1.0,,2014,3
0001104659-14-059084,OtherReceivablesNetCurrent,us-gaap/2013,,20140630,0,USD,256000.0,,2014,3
0001104659-14-059084,OtherReceivablesNetCurrent,us-gaap/2013,,20131231,0,USD,15265000.0,,2014,3
0001104659-14-059084,ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,us-gaap/2013,,20140630,2,USD,20000.0,,2014,3
0001104659-14-059084,RestrictedCashAndCashEquivalentsNoncurrent,us-gaap/2013,,20140630,0,USD,223000.0,,2014,3
0001104659-14-059084,RestrictedCashAndCashEquivalentsNoncurrent,us-gaap/2013,,20131231,0,USD,243000.0,,2014,3
0001104659-14-059084,StockIssuedDuringPeriodValueIssuedForServices,us-gaap/2013,,20140630,2,USD,403000.0,,2014,3
0001104659-14-059084,TradingSecuritiesCurrent,us-gaap/2013,,20140630,0,USD,15584000.0,,2014,3
0001104659-14-059084,TradingSecuritiesCurrent,us-gaap/2013,,20131231,0,USD,17086000.0,,2014,3
0001104659-14-059084,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,us-gaap/2013,,20140630,0,USD,0.0,,2014,3
0001104659-14-059084,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,us-gaap/2013,,20131231,0,USD,0.0,,2014,3
0001104659-14-059084,DepreciationDepletionAndAmortizationDiscontinuedOperations,0001104659-14-059084,,20130630,2,USD,98000.0,,2014,3
0001104659-14-059084,ExerciseOfOptionsToPurchaseCommonStockPerShareHighEndOfRange,0001104659-14-059084,,20140630,2,USD,22.74,,2014,3
0001104659-14-059084,ExerciseOfOptionsToPurchaseCommonStockPerShareLowEndOfRange,0001104659-14-059084,,20140630,2,USD,0.4,,2014,3
0001104659-14-059084,GrossProfitGoods,0001104659-14-059084,,20140630,1,USD,10366000.0,,2014,3
0001104659-14-059084,GrossProfitGoods,0001104659-14-059084,,20130630,1,USD,3809000.0,,2014,3
0001104659-14-059084,GrossProfitGoods,0001104659-14-059084,,20140630,2,USD,18208000.0,,2014,3
0001104659-14-059084,GrossProfitGoods,0001104659-14-059084,,20130630,2,USD,6729000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInAccountsPayableAndAccruedLiabilitiesDiscontinuedOperations,0001104659-14-059084,,20140630,2,USD,-57000.0,,2014,3
0001104659-14-059084,IncreaseDecreaseInAccountsPayableAndAccruedLiabilitiesDiscontinuedOperations,0001104659-14-059084,,20130630,2,USD,38000.0,,2014,3
