,MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,AEDAT,USNAM,TCODE,XBLNR,BKTXT,FRATH,FRBNR,WEVER,XABLN,AWSYS,BLA2D,TCODE2,BFWMS,EXNUM,SPE_BUDAT_UHR,SPE_BUDAT_ZONE,LE_VBELN,SPE_LOGSYS,SPE_MDNUM_EWM,GTS_CUSREF_NO,FLS_RSTO,MSR_ACTIVE,KNUMV
12,375,5000000022,2017,WE,WE,PR,1/27/17,1/27/17,1/27/17,18:23:10,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
13,375,5000000023,2017,WE,WE,PR,1/27/17,1/27/17,1/27/17,22:52:27,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
14,375,5000000024,2017,WE,WE,PR,1/28/17,1/28/17,1/28/17,0:47:55,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
15,375,5000000025,2017,WE,WE,PR,1/28/17,1/28/17,1/28/17,10:27:28,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
16,375,5000000026,2017,WE,WE,PR,1/28/17,1/28/17,1/28/17,15:57:05,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
17,375,5000000027,2017,WE,WE,PR,1/28/17,1/28/17,1/28/17,15:57:13,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
18,375,5000000028,2017,WE,WE,PR,1/28/17,1/28/17,1/28/17,19:01:10,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
19,375,5000000029,2017,WE,WE,PR,1/29/17,1/29/17,1/29/17,12:58:59,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
20,375,5000000030,2017,WE,WE,PR,1/29/17,1/29/17,1/29/17,18:37:14,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
21,375,5000000031,2017,WE,WE,PR,1/29/17,1/29/17,1/29/17,20:47:17,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
22,375,5000000032,2017,WE,WE,PR,1/29/17,1/29/17,1/29/17,20:56:54,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
23,375,5000000033,2017,WE,WE,PR,1/29/17,1/29/17,1/29/17,20:59:19,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
24,375,5000000034,2017,WE,WE,PR,1/30/17,1/30/17,1/30/17,15:33:28,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
25,375,5000000035,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,13:46:08,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
26,375,5000000036,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,15:57:10,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
27,375,5000000037,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,16:13:45,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
28,375,5000000038,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,17:02:34,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
29,375,5000000039,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,17:42:18,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
30,375,5000000040,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,18:43:16,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
31,375,5000000041,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,23:02:36,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
32,375,5000000042,2017,WE,WE,PR,1/31/17,1/31/17,1/31/17,23:19:11,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
33,375,5000000043,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,13:20:17,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
34,375,5000000044,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,13:29:12,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
35,375,5000000045,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,13:35:54,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
36,375,5000000046,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,14:03:11,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
37,375,5000000047,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,14:25:49,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
38,375,5000000048,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,14:53:06,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
39,375,5000000049,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,15:49:34,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
40,375,5000000050,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,16:47:53,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
41,375,5000000051,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,16:52:26,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
42,375,5000000052,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,17:55:39,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
43,375,5000000053,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,18:08:07,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
44,375,5000000054,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,18:15:10,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
45,375,5000000055,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,18:48:08,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
46,375,5000000056,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,19:33:49,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
47,375,5000000057,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,20:08:05,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
48,375,5000000058,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,20:11:26,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
49,375,5000000059,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,20:12:51,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
50,375,5000000060,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,20:12:58,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
51,375,5000000061,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,20:24:27,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
52,375,5000000062,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,20:54:24,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
53,375,5000000063,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,21:12:40,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
54,375,5000000064,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,21:16:33,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
55,375,5000000065,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,22:11:01,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
56,375,5000000066,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,22:51:17,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
57,375,5000000067,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,23:25:16,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
58,375,5000000068,2017,WE,WE,PR,2/1/17,2/1/17,2/1/17,23:37:02,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
59,375,5000000069,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,0:28:07,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
60,375,5000000070,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,1:07:54,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
61,375,5000000071,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,1:20:37,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
62,375,5000000072,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,4:06:40,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
63,375,5000000073,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,9:33:16,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
64,375,5000000074,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,10:29:15,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
65,375,5000000075,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,10:35:45,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
66,375,5000000076,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,10:39:17,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
67,375,5000000077,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,10:49:29,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
68,375,5000000078,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,11:09:09,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
69,375,5000000079,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,16:26:43,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
70,375,5000000080,2017,WE,WE,PR,2/2/17,2/2/17,2/2/17,16:27:13,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
71,375,5000000081,2017,WE,WE,PR,2/3/17,2/3/17,2/3/17,0:22:55,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
72,375,5000000082,2017,WE,WE,PR,2/4/17,2/4/17,2/4/17,19:14:17,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
73,375,5000000083,2017,WE,WE,PR,2/6/17,2/6/17,2/6/17,14:47:23,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
74,375,5000000084,2017,WE,WE,PR,2/6/17,2/6/17,2/6/17,17:00:12,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
75,375,5000000085,2017,WE,WE,PR,2/6/17,2/6/17,2/6/17,22:26:43,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
76,375,5000000086,2017,WE,WE,PR,2/7/17,2/7/17,2/7/17,10:29:37,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
77,375,5000000087,2017,WE,WE,PR,2/7/17,2/7/17,2/7/17,21:06:38,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
78,375,5000000088,2017,WE,WE,PR,2/7/17,2/7/17,2/7/17,22:36:42,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
79,375,5000000089,2017,WE,WE,PR,2/7/17,2/7/17,2/7/17,22:45:51,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
80,375,5000000090,2017,WE,WE,PR,2/7/17,2/7/17,2/7/17,22:46:12,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
81,375,5000000091,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,4:16:19,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
82,375,5000000092,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,10:54:35,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
83,375,5000000093,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,14:01:34,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
84,375,5000000094,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,14:25:22,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
85,375,5000000095,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,14:47:29,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
86,375,5000000096,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,14:47:31,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
87,375,5000000097,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,17:00:36,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
88,375,5000000098,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,19:30:32,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
89,375,5000000099,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,19:54:31,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
90,375,5000000100,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,20:54:34,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
91,375,5000000101,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,20:55:09,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
92,375,5000000102,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,22:03:31,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
93,375,5000000103,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,22:03:58,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
94,375,5000000104,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,22:16:27,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
95,375,5000000105,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,22:34:33,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
96,375,5000000106,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,22:48:52,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
97,375,5000000107,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,22:58:15,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
98,375,5000000108,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,23:01:23,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
99,375,5000000109,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,23:12:06,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
100,375,5000000110,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,23:17:44,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
101,375,5000000111,2017,WE,WE,PR,2/8/17,2/8/17,2/8/17,23:28:41,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
102,375,5000000112,2017,WE,WE,PR,2/9/17,2/9/17,2/9/17,2:03:44,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
103,375,5000000113,2017,WE,WE,PR,2/9/17,2/9/17,2/9/17,9:07:32,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
104,375,5000000114,2017,WE,WE,PR,2/9/17,2/9/17,2/9/17,9:49:03,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
105,375,5000000115,2017,WE,WE,PR,2/9/17,2/9/17,2/9/17,10:34:28,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
106,375,5000000116,2017,WE,WE,PR,2/9/17,2/9/17,2/9/17,11:14:50,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
107,375,5000000117,2017,WE,WE,PR,2/9/17,2/9/17,2/9/17,11:19:32,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
108,375,5000000118,2017,WE,WE,PR,2/10/17,2/10/17,2/10/17,18:28:30,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
109,375,5000000119,2017,WE,WE,PR,2/13/17,2/13/17,2/13/17,15:03:38,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
110,375,5000000120,2017,WE,WE,PR,2/13/17,2/13/17,2/13/17,15:21:16,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
111,375,5000000121,2017,WE,WE,PR,2/13/17,2/13/17,2/13/17,15:41:36,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
112,375,5000000122,2017,WE,WE,PR,2/13/17,2/13/17,2/13/17,15:55:25,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
113,375,5000000123,2017,WE,WE,PR,2/13/17,2/13/17,2/13/17,15:59:49,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
114,375,5000000124,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,19:19:13,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
115,375,5000000125,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,19:58:17,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
116,375,5000000126,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,20:00:11,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
117,375,5000000127,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,20:00:47,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
118,375,5000000128,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,20:01:15,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
119,375,5000000129,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,20:01:43,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
120,375,5000000130,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,20:02:08,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
121,375,5000000131,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,21:45:16,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
122,375,5000000132,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,22:13:28,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
123,375,5000000133,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,22:14:24,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
124,375,5000000134,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,22:14:59,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
125,375,5000000135,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,22:15:25,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
126,375,5000000136,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,22:15:47,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
127,375,5000000137,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,22:16:09,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
128,375,5000000138,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,23:01:06,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
129,375,5000000139,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,23:01:58,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
130,375,5000000140,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,23:02:35,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
131,375,5000000141,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,23:03:32,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
132,375,5000000142,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,23:04:02,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
133,375,5000000143,2017,WE,WE,PR,2/14/17,2/14/17,2/14/17,23:04:45,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
134,375,5000000144,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,0:23:06,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
135,375,5000000145,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,0:47:07,,GBI-012,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
136,375,5000000146,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,0:53:45,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
137,375,5000000147,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,12:08:26,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
138,375,5000000148,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,12:09:36,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
139,375,5000000149,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,12:10:15,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
140,375,5000000150,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,12:10:50,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
141,375,5000000151,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,12:11:26,,GBI-028,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
142,375,5000000152,2017,WE,WE,PR,2/15/17,2/15/17,2/15/17,12:11:59,,GBI-038,,,,0,,1,,CAICLNT375,,MIGO_GR,,,0:00:00,,,,,,,,
