,MANDT,BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,QSSKZ,DMBTR,WRBTR,KZBTR,PSWBT,PSWSL,TXBHW,TXBFW,MWSTS,WMWST,HWBAS,FWBAS,HWZUZ,FWZUZ,SHZUZ,STEKZ,MWART,TXGRP,KTOSL,QSSHB,KURSR,GBETR,BDIFF,BDIF2,VALUT,ZUONR,SGTXT,ZINKZ,VBUND,BEWAR,ALTKT,VORGN,FDLEV,FDGRP,FDWBT,FDTAG,FKONT,KOKRS,KOSTL,PROJN,AUFNR,VBELN,VBEL2,POSN2,ETEN2,ANLN1,ANLN2,ANBWA,BZDAT,PERNR,XUMSW,XHRES,XKRES,XOPVW,XCPDD,XSKST,XSAUF,XSPRO,XSERG,XFAKT,XUMAN,XANET,XSKRL,XINVE,XPANZ,XAUTO,XNCOP,XZAHL,SAKNR,HKONT,KUNNR,LIFNR,FILKD,XBILK,GVTYP,HZUON,ZFBDT,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,SKFBT,SKNTO,WSKTO,ZLSCH,ZLSPR,ZBFIX,HBKID,BVTYP,NEBTR,MWSK1,DMBT1,WRBT1,MWSK2,DMBT2,WRBT2,MWSK3,DMBT3,WRBT3,REBZG,REBZJ,REBZZ,REBZT,ZOLLT,ZOLLD,LZBKZ,LANDL,DIEKZ,SAMNR,ABPER,VRSKZ,VRSDT,DISBN,DISBJ,DISBZ,WVERW,ANFBN,ANFBJ,ANFBU,ANFAE,BLNBT,BLNKZ,BLNPZ,MSCHL,MANSP,MADAT,MANST,MABER,ESRNR,ESRRE,ESRPZ,KLIBT,QSZNR,QBSHB,QSFBT,NAVHW,NAVFW,MATNR,WERKS,MENGE,MEINS,ERFMG,ERFME,BPMNG,BPRME,EBELN,EBELP,ZEKKN,ELIKZ,VPRSV,PEINH,BWKEY,BWTAR,BUSTW,REWRT,REWWR,BONFB,BUALT,PSALT,NPREI,TBTKZ,SPGRP,SPGRM,SPGRT,SPGRG,SPGRV,SPGRQ,STCEG,EGBLD,EGLLD,RSTGR,RYACQ,RPACQ,RDIFF,RDIF2,PRCTR,XHKOM,VNAME,RECID,EGRUP,VPTNR,VERTT,VERTN,VBEWA,DEPOT,TXJCD,IMKEY,DABRZ,POPTS,FIPOS,KSTRG,NPLNR,AUFPL,APLZL,PROJK,PAOBJNR,PASUBNR,SPGRS,SPGRC,BTYPE,ETYPE,XEGDR,LNRAN,HRKFT,DMBE2,DMBE3,DMB21,DMB22,DMB23,DMB31,DMB32,DMB33,MWST2,MWST3,NAVH2,NAVH3,SKNT2,SKNT3,BDIF3,RDIF3,HWMET,GLUPM,XRAGL,UZAWE,LOKKT,FISTL,GEBER,STBUK,TXBH2,TXBH3,PPRCT,XREF1,XREF2,KBLNR,KBLPOS,STTAX,FKBER,OBZEI,XNEGP,RFZEI,CCBTC,KKBER,EMPFB,XREF3,DTWS1,DTWS2,DTWS3,DTWS4,GRICD,GRIRG,GITYP,XPYPR,KIDNO,ABSBT,IDXSP,LINFV,KONTT,KONTL,TXDAT,AGZEI,PYCUR,PYAMT,BUPLA,SECCO,LSTAR,CESSION_KZ,PRZNR,PPDIFF,PPDIF2,PPDIF3,PENLC1,PENLC2,PENLC3,PENFC,PENDAYS,PENRC,GRANT_NBR,SCTAX,FKBER_LONG,GMVKZ,SRTYPE,INTRENO,MEASURE,AUGGJ,PPA_EX_IND,DOCLN,SEGMENT,PSEGMENT,PFKBER,HKTID,KSTAR,XLGCLR,TAXPS,PAYS_PROV,PAYS_TRAN,MNDID,XFRGE_BSEG,SQUAN,RE_BUKRS,RE_ACCOUNT,PGEBER,PGRANT_NBR,BUDGET_PD,PBUDGET_PD,J_1TPBUPL,PEROP_BEG,PEROP_END,FASTPAY,IGNR_IVREF,FMFGUS_KEY,FMXDOCNR,FMXYEAR,FMXDOCLN,FMXZEKKN,PRODPER,RECRF
486,375,US00,1500000225.0,2017,2,,2/20/17,2/20/17,1500000225.0,25,K,,,,S,,,,,"146,250.00","146,250.00",0,"146,250.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125135.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"146,250.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
487,375,US00,1500000226.0,2017,1,,,,,50,S,,,,H,,,,,"50,000.00","50,000.00",0,"50,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
488,375,US00,1500000226.0,2017,2,,2/20/17,2/20/17,1500000226.0,25,K,,,,S,,,,,"50,000.00","50,000.00",0,"50,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125131.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"50,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
489,375,US00,1500000227.0,2017,1,,,,,50,S,,,,H,,,,,"30,000.00","30,000.00",0,"30,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
490,375,US00,1500000227.0,2017,2,,2/20/17,2/20/17,1500000227.0,25,K,,,,S,,,,,"30,000.00","30,000.00",0,"30,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125131.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"30,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
491,375,US00,1500000228.0,2017,1,,,,,50,S,,,,H,,,,,"191,250.00","191,250.00",0,"191,250.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
492,375,US00,1500000228.0,2017,2,,2/20/17,2/20/17,1500000228.0,25,K,,,,S,,,,,"191,250.00","191,250.00",0,"191,250.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125135.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"191,250.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
493,375,US00,1500000229.0,2017,1,,,,,50,S,,,,H,,,,,"60,000.00","60,000.00",0,"60,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
494,375,US00,1500000229.0,2017,2,,2/20/17,2/20/17,1500000229.0,25,K,,,,S,,,,,"60,000.00","60,000.00",0,"60,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125135.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"60,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
495,375,US00,1500000230.0,2017,1,,,,,50,S,,,,H,,,,,"71,250.00","71,250.00",0,"71,250.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
496,375,US00,1500000230.0,2017,2,,2/20/17,2/20/17,1500000230.0,25,K,,,,S,,,,,"71,250.00","71,250.00",0,"71,250.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125131.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"71,250.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
497,375,US00,1500000231.0,2017,1,,,,,50,S,,,,H,,,,,"40,000.00","40,000.00",0,"40,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
498,375,US00,1500000231.0,2017,2,,2/20/17,2/20/17,1500000231.0,25,K,,,,S,,,,,"40,000.00","40,000.00",0,"40,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125131.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"40,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
499,375,US00,1500000232.0,2017,1,,,,,50,S,,,,H,,,,,"56,250.00","56,250.00",0,"56,250.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
500,375,US00,1500000232.0,2017,2,,2/20/17,2/20/17,1500000232.0,25,K,,,,S,,,,,"56,250.00","56,250.00",0,"56,250.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125135.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"56,250.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
501,375,US00,1500000233.0,2017,1,,,,,50,S,,,,H,,,,,"144,000.00","144,000.00",0,"144,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
502,375,US00,1500000233.0,2017,2,,2/20/17,2/20/17,1500000233.0,25,K,,,,S,,,,,"144,000.00","144,000.00",0,"144,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125135.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"144,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
503,375,US00,1500000234.0,2017,1,,,,,50,S,,,,H,,,,,"10,000.00","10,000.00",0,"10,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
504,375,US00,1500000234.0,2017,2,,2/20/17,2/20/17,1500000234.0,25,K,,,,S,,,,,"10,000.00","10,000.00",0,"10,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125131.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"10,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
505,375,US00,1500000235.0,2017,1,,,,,50,S,,,,H,,,,,"60,000.00","60,000.00",0,"60,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
506,375,US00,1500000235.0,2017,2,,2/20/17,2/20/17,1500000235.0,25,K,,,,S,,,,,"60,000.00","60,000.00",0,"60,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125131.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"60,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
507,375,US00,1500000236.0,2017,1,,,,,50,S,,,,H,,,,,"96,000.00","96,000.00",0,"96,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,2/20/17,20170220.0,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,,,,,,,,,,,,,,,,,100000,,,,X,,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,0,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
508,375,US00,1500000236.0,2017,2,,2/20/17,2/20/17,1500000236.0,25,K,,,,S,,,,,"96,000.00","96,000.00",0,"96,000.00",USD,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,,,,,,,,RFBU,,,0,,0,NA00,,,,,,0,0,,,,,0,,,X,X,,,,,,,,,,,,X,,X,300000.0,300000,,125135.0,,X,,,2/20/17,,0,0,0,0,0,0,0,0,,,,,,"96,000.00",,0,0,,0,0,,0,0,,,0,,,,,,,0,0,,,,,0,,,,,,0,,0,,,,0,,,,,0,,0,0,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,0,0,,,,,0,0,,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,2,,0,,,,,,0,0,0,0,0,0,0,0,,,0,,,,,,2017.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,
